Date,Close,Growth
6/11/2019,32.78,1.926785714
6/12/2019,33.06,1.951785714
6/13/2019,32.95,1.941964286
6/14/2019,32.62,1.9125
6/17/2019,33.37,1.979464286
6/18/2019,33.68,2.007142857
6/19/2019,33.75,2.013392857
6/20/2019,33.77,2.015178571
6/21/2019,33.76,2.014285714
6/24/2019,33.41,1.983035714
6/25/2019,32.22,1.876785714
6/26/2019,31.65,1.825892857
6/27/2019,32.85,1.933035714
6/28/2019,32.62,1.9125
7/1/2019,33.79,2.016964286
7/2/2019,34.03,2.038392857
7/3/2019,34.19,2.052678571
7/5/2019,34.68,2.096428571
7/8/2019,34.69,2.097321429
7/9/2019,34.69,2.097321429
7/10/2019,34.49,2.079464286
7/11/2019,34.88,2.114285714
7/12/2019,35.5,2.169642857
7/15/2019,35.07,2.13125
7/16/2019,35.45,2.165178571
7/17/2019,35.08,2.132142857
7/18/2019,34.75,2.102678571
7/19/2019,34.65,2.09375
7/22/2019,34.95,2.120535714
7/23/2019,34.43,2.074107143
7/24/2019,34.55,2.084821429
7/25/2019,34.7,2.098214286
7/26/2019,35.46,2.166071429
7/29/2019,35.51,2.170535714
7/30/2019,36.07,2.220535714
7/31/2019,35.68,2.185714286
8/1/2019,35.57,2.175892857
8/2/2019,35.73,2.190178571
8/5/2019,35.27,2.149107143
8/6/2019,35.58,2.176785714
8/7/2019,31.25,1.790178571
8/8/2019,30.47,1.720535714
8/9/2019,28.58,1.551785714
8/12/2019,28.4,1.535714286
8/13/2019,28.8,1.571428571
8/14/2019,27.75,1.477678571
8/15/2019,27.95,1.495535714
8/16/2019,28.17,1.515178571
8/19/2019,28.47,1.541964286
8/20/2019,28.46,1.541071429
8/21/2019,28.66,1.558928571
8/22/2019,29.05,1.59375
8/23/2019,28.58,1.551785714
8/26/2019,29.42,1.626785714
8/27/2019,28.58,1.551785714
8/28/2019,28.8,1.571428571
8/29/2019,29.19,1.60625
8/30/2019,29.2,1.607142857
9/3/2019,28.6,1.553571429
9/4/2019,29.7,1.651785714
9/5/2019,30.45,1.71875
9/6/2019,30.35,1.709821429
9/9/2019,30.66,1.7375
9/10/2019,30.18,1.694642857
9/11/2019,30.67,1.738392857
9/12/2019,29.98,1.676785714
9/13/2019,29.57,1.640178571
9/16/2019,29.15,1.602678571
9/17/2019,29.26,1.6125
9/18/2019,29.24,1.610714286
9/19/2019,28.58,1.551785714
9/20/2019,29.01,1.590178571
9/23/2019,29.57,1.640178571
9/24/2019,29.19,1.60625
9/25/2019,29.32,1.617857143
9/26/2019,29.05,1.59375
9/27/2019,28.91,1.58125
9/30/2019,28.48,1.542857143
10/1/2019,28.33,1.529464286
10/2/2019,28.25,1.522321429
10/3/2019,28.01,1.500892857
10/4/2019,29.01,1.590178571
10/7/2019,29.03,1.591964286
10/8/2019,28.4,1.535714286
10/9/2019,28.16,1.514285714
10/10/2019,28.14,1.5125
10/11/2019,28.63,1.55625
10/14/2019,28.53,1.547321429
10/15/2019,28.69,1.561607143
10/16/2019,28.69,1.561607143
10/17/2019,29.55,1.638392857
10/18/2019,29.72,1.653571429
10/21/2019,29.7,1.651785714
10/22/2019,30.15,1.691964286
10/23/2019,30.56,1.728571429
10/24/2019,30.89,1.758035714
10/25/2019,31.18,1.783928571
10/28/2019,31.56,1.817857143
10/29/2019,31.54,1.816071429
10/30/2019,31.34,1.798214286
10/31/2019,30.9,1.758928571
11/1/2019,31.14,1.780357143
11/4/2019,31.84,1.842857143
11/5/2019,31.92,1.85
11/6/2019,30.69,1.740178571
11/7/2019,30.21,1.697321429
11/8/2019,30.97,1.765178571
11/11/2019,31.19,1.784821429
11/12/2019,30.81,1.750892857
11/13/2019,30.93,1.761607143
11/14/2019,31.16,1.782142857
11/15/2019,31.59,1.820535714
11/18/2019,31.73,1.833035714
11/19/2019,31.78,1.8375
11/20/2019,31.23,1.788392857
11/21/2019,30.89,1.758035714
11/22/2019,31.24,1.789285714
11/25/2019,31.74,1.833928571
11/26/2019,32.17,1.872321429
11/27/2019,32.17,1.872321429
11/29/2019,32.25,1.879464286
12/2/2019,32.3,1.883928571
12/3/2019,31.23,1.788392857
12/4/2019,31.05,1.772321429
12/5/2019,31.84,1.842857143
12/6/2019,32.35,1.888392857
12/9/2019,32.28,1.882142857
12/10/2019,32.35,1.888392857
12/11/2019,32.35,1.888392857
12/12/2019,33.32,1.975
12/13/2019,32.72,1.921428571
12/16/2019,32.86,1.933928571
12/17/2019,32.99,1.945535714
12/18/2019,33.4,1.982142857
12/19/2019,33.23,1.966964286
12/20/2019,32.7,1.919642857
12/23/2019,32.69,1.91875
12/24/2019,32.44,1.896428571
12/26/2019,32.64,1.914285714
12/27/2019,32.05,1.861607143
12/30/2019,32.15,1.870535714
12/31/2019,32.17,1.872321429
1/2/2020,32.59,1.909821429
1/3/2020,32.77,1.925892857
1/6/2020,32.82,1.930357143
1/7/2020,32.46,1.898214286
1/8/2020,32.54,1.905357143
1/9/2020,31.52,1.814285714
1/10/2020,31.25,1.790178571
1/13/2020,31.5,1.8125
1/14/2020,32.95,1.941964286
1/15/2020,33.23,1.966964286
1/16/2020,33.64,2.003571429
1/17/2020,33.86,2.023214286
1/21/2020,33.67,2.00625
1/22/2020,33.8,2.017857143
1/23/2020,33.55,1.995535714
1/24/2020,32.68,1.917857143
1/27/2020,32.69,1.91875
1/28/2020,32.8,1.928571429
1/29/2020,32.18,1.873214286
1/30/2020,32.57,1.908035714
1/31/2020,32.01,1.858035714
2/3/2020,32.13,1.86875
2/4/2020,33.75,2.013392857
2/5/2020,34.2,2.053571429
2/6/2020,38.55,2.441964286
2/7/2020,37.42,2.341071429
2/10/2020,38.09,2.400892857
2/11/2020,38.66,2.451785714
2/12/2020,38.99,2.48125
2/13/2020,39.27,2.50625
2/14/2020,39.28,2.507142857
2/18/2020,39.59,2.534821429
2/19/2020,39.67,2.541964286
