Solved,Puzzle Date,Day of Week,Time Taken,Adjusted Time,Average Time,Average Adjusted Time,Completed At (ET),Checks,Reveals,Constructor,Excluded
False,2022-02-01,Tu,802,3324,589.3,589.3,2022-02-01 23:50:12,179,0,Zhouqin Burnikel,False
True,2022-01-31,Mo,407,407,415.5,415.5,2022-01-31 11:24:37,0,0,Eric Bornstein,False
True,2022-01-30,Su,2573,2573,1985.6,3404.6,2022-01-30 21:10:34,0,0,Ross Trudeau,False
False,2022-01-29,Sa,7044,10772,2100.0,3497.0,2022-01-30 16:42:28,175,0,Andrew Ries and Caitlin Reid,False
True,2022-01-26,We,509,509,907.9,1211.3,2022-01-26 09:46:56,0,0,Michael Schlossberg,False
True,2022-01-25,Tu,576,576,615.4,615.4,2022-01-25 11:26:39,0,0,Ray Brunsberg and Ellen Brunsberg,False
True,2022-01-24,Mo,400,400,419.5,419.5,2022-01-24 09:05:37,0,0,John Guzzetta,False
True,2022-01-23,Su,1761,1761,1940.7,3359.7,2022-01-23 20:26:18,0,0,Nancy Stark and Will Nediger,False
True,2022-01-22,Sa,1406,1406,2194.4,3591.4,2022-01-22 10:35:27,0,0,Daniel Okulitch,False
True,2022-01-21,Fr,1689,1689,2017.8,3206.7,2022-01-22 10:37:22,0,0,Kyle Dolan,False
True,2022-01-20,Th,950,950,1708.7,2578.0,2022-01-20 11:10:38,0,0,Howard Barkin,False
True,2022-01-19,We,553,553,1021.6,1325.0,2022-01-19 10:58:02,0,0,Ori Brian,False
True,2022-01-18,Tu,816,816,605.5,605.5,2022-01-18 10:46:49,0,0,Kate Schutzengel,False
True,2022-01-17,Mo,493,493,423.1,423.1,2022-01-17 09:57:42,0,0,Evan Mahnken,False
True,2022-01-16,Su,2431,2431,1925.7,3344.7,2022-01-16 11:46:40,0,0,Derrick Niederman,False
True,2022-01-15,Sa,2106,2106,2126.7,3523.7,2022-01-15 11:20:33,0,0,Sam Ezersky,False
True,2022-01-13,Th,3073,3073,1551.4,2420.7,2022-01-13 13:18:04,0,0,Karen Lurie,False
True,2022-01-12,We,623,623,1004.6,1308.0,2022-01-12 08:39:29,0,0,Adam Aaronson,False
True,2022-01-11,Tu,1038,1038,559.6,559.6,2022-01-11 11:35:02,0,0,Ross Trudeau,False
True,2022-01-10,Mo,331,331,446.6,446.6,2022-01-10 09:44:23,0,0,Lynn Lempel,False
False,2022-01-09,Su,2873,7626,1888.2,3303.4,2022-01-09 16:53:51,364,0,Timothy Polin,False
True,2022-01-04,Tu,611,611,563.2,563.2,2022-01-04 12:28:00,0,0,David Bukszpan,False
True,2022-01-02,Su,1568,1568,2026.4,3920.3,2022-01-02 13:34:59,0,0,Paolo Pasco,False
True,2021-12-29,We,763,763,1044.2,1347.6,2021-12-29 13:56:27,0,0,Simon Marotte and Victor Fleming,False
True,2021-12-28,Tu,692,692,579.5,579.5,2021-12-28 11:45:32,0,0,Kathy Wienberg,False
True,2021-12-27,Mo,387,387,450.7,450.7,2021-12-27 16:58:20,0,0,Adam Aaronson,False
False,2021-12-26,Su,2965,7691,1871.3,3292.6,2021-12-26 18:08:31,359,0,Christina Iverson,False
False,2021-12-23,Th,2931,6215,1410.9,1951.8,2021-12-25 19:38:44,185,5,Stephen McCarthy,False
False,2021-12-22,We,1431,4465,962.8,962.8,2021-12-25 19:28:23,185,6,Noki Trias and Lawrence Barrett,False
True,2021-12-21,Tu,410,410,605.7,605.7,2021-12-21 10:18:01,0,0,Guilherme Gilioli,False
True,2021-12-20,Mo,405,405,455.9,455.9,2021-12-22 10:54:37,0,0,Anne Rowley,False
True,2021-12-17,Fr,2426,2426,1882.7,3071.6,2021-12-17 16:14:57,0,0,Evans Clinchy,False
True,2021-12-15,We,773,773,1009.5,1009.5,2021-12-15 09:30:04,0,0,Jessie Bullock and Ross Trudeau,False
True,2021-12-14,Tu,467,467,630.3,630.3,2021-12-14 10:39:57,0,0,Tao Platt,False
True,2021-12-13,Mo,272,272,459.2,459.2,2021-12-13 08:16:50,0,0,Tomas Spiers,False
False,2021-12-12,Su,2568,7279,1750.7,2700.9,2021-12-12 16:50:17,366,0,Daniel Okulitch and Doug Peterson,False
False,2021-12-11,Sa,2357,5274,2085.0,3190.3,2021-12-11 12:03:13,187,0,Hal Moore,False
False,2021-12-10,Fr,4964,8339,1713.5,2876.0,2021-12-11 18:08:54,181,0,Joe DiPietro,False
True,2021-12-09,Th,1087,1087,1471.8,2012.7,2021-12-09 08:55:23,0,0,Alexander Liebeskind,False
True,2021-12-08,We,626,626,1009.8,1009.8,2021-12-08 08:58:58,0,0,Philip Koski,False
True,2021-12-07,Tu,399,399,679.2,679.2,2021-12-07 10:56:07,0,0,Margaret Seikel,False
True,2021-12-06,Mo,353,353,466.2,466.2,2021-12-06 09:06:21,0,0,Emily Rourke,False
True,2021-12-05,Su,1111,1111,1922.9,3369.6,2021-12-05 12:26:32,0,0,Chase Dittrich and Jeff Chen,False
False,2021-12-04,Sa,2127,4251,2101.9,2994.8,2021-12-04 18:18:21,119,0,Nam Jin Yoon,False
True,2021-12-03,Fr,1829,1829,1703.8,2866.3,2021-12-03 15:26:44,0,0,Claire Rimkus,False
True,2021-12-02,Th,1898,1898,1393.4,1934.3,2021-12-02 18:24:58,0,0,Rebecca Goldstein,False
True,2021-12-01,We,809,809,985.0,985.0,2021-12-01 17:31:08,0,0,Christopher Youngs,False
True,2021-11-30,Tu,420,420,712.8,712.8,2021-11-30 08:49:56,0,0,Billy Ouska,False
True,2021-11-29,Mo,352,352,480.2,480.2,2021-11-29 08:35:07,0,0,Enrique Henestroza Anguiano,False
False,2021-11-25,Th,1479,4221,1684.3,2284.4,2021-11-25 11:35:39,187,0,Chase Dittrich,False
True,2021-11-23,Tu,464,464,712.0,712.0,2021-11-23 13:49:33,0,0,Eric Bornstein,False
True,2021-11-22,Mo,624,624,457.5,457.5,2021-11-22 09:13:55,0,0,Stella Zawistowski,False
False,2021-11-20,Sa,2049,4989,2224.5,2823.4,2021-11-20 19:17:26,195,0,Mary Lou Guizzo and Jeff Chen,False
True,2021-11-19,Fr,1408,1408,1740.9,2903.4,2021-11-19 11:51:52,0,0,John Hawksley,False
True,2021-11-18,Th,730,730,1854.6,2454.7,2021-11-18 10:11:50,0,0,Ori Brian,False
True,2021-11-17,We,1973,1973,923.1,923.1,2021-11-17 15:39:46,0,0,Anne Grae Martin,False
True,2021-11-16,Tu,837,837,707.1,968.5,2021-11-16 23:22:20,0,0,Drew Schmenner,False
True,2021-11-15,Mo,538,538,433.2,433.2,2021-11-16 23:05:58,0,0,Ian Rathkey,False
True,2021-11-14,Su,1133,1133,1982.0,3428.7,2021-11-14 19:13:09,0,0,Aimee Lucido and Ella Dershowitz,False
True,2021-11-10,We,582,582,947.9,947.9,2021-11-10 17:52:59,0,0,Max Chen Lauring and Benjamin Chen Lauring,False
True,2021-11-09,Tu,717,717,683.7,945.1,2021-11-09 20:15:46,0,0,Jennifer Lee and Victor Galson,False
True,2021-11-08,Mo,440,440,438.5,438.5,2021-11-08 12:20:19,0,0,Carl Larson,False
True,2021-11-07,Su,1797,1797,2013.3,3460.0,2021-11-07 18:48:34,0,0,Sid Sivakumar,False
True,2021-11-06,Sa,1773,1773,2290.3,2889.2,2021-11-06 12:02:16,0,0,Brooke Husic and Will Nediger,False
True,2021-11-05,Fr,1335,1335,1718.5,2881.0,2021-11-05 17:42:06,0,0,Joseph Greenbaum,False
False,2021-11-04,Th,1474,4141,1894.9,2228.3,2021-11-04 18:28:37,180,0,David Steinberg,False
True,2021-11-02,Tu,579,579,700.9,962.3,2021-11-02 12:49:37,0,0,Vaibhav Srikaran and Matthew Stock,False
True,2021-11-01,Mo,529,529,422.5,422.5,2021-11-01 08:44:29,0,0,Fiona Taylor,False
True,2021-10-31,Su,1649,1649,1983.1,3429.8,2021-10-31 17:39:58,0,0,Alex Eaton-Salners,False
False,2021-10-30,Sa,2561,5642,2374.5,2665.3,2021-10-30 14:19:09,193,1,Michael Hawkins,False
False,2021-10-29,Fr,1719,4653,1770.9,2640.0,2021-10-30 11:53:59,195,1,Aimee Lucido,False
True,2021-10-27,We,946,946,961.4,961.4,2021-10-27 12:46:24,0,0,Johanna Fenimore,False
True,2021-10-26,Tu,647,647,681.5,942.9,2021-10-26 10:50:35,0,0,Michael Schlossberg,False
True,2021-10-25,Mo,566,566,439.3,439.3,2021-10-25 11:23:36,0,0,Damon Gulczynski,False
True,2021-10-24,Su,1312,1312,2079.8,3989.0,2021-10-24 17:21:47,0,0,Katie Hale,False
True,2021-10-22,Fr,1771,1771,1738.2,2607.3,2021-10-22 12:29:51,0,0,Robyn Weintraub,False
True,2021-10-19,Tu,855,855,694.9,956.3,2021-10-19 08:52:22,0,0,Ross Trudeau,False
True,2021-10-18,Mo,428,428,428.5,428.5,2021-10-18 08:06:52,0,0,Freddie Cheng,False
True,2021-10-17,Su,2281,2281,2037.6,3946.8,2021-10-19 18:17:29,0,0,Jeff Chen,False
False,2021-10-16,Sa,2154,5062,2441.8,2441.8,2021-10-17 11:51:39,190,0,Caitlin Reid and Erik Agard,False
True,2021-10-14,Th,865,865,1981.9,2315.3,2021-10-14 09:25:47,0,0,Matt Fuchs,False
True,2021-10-12,Tu,672,672,668.1,929.5,2021-10-12 10:22:50,0,0,Conor Sefkow,False
True,2021-10-11,Mo,457,457,423.7,423.7,2021-10-11 09:31:18,0,0,Ben Pall,False
False,2021-10-10,Su,2498,7213,1995.6,3433.3,2021-10-10 16:44:38,368,0,Brandon Koppy,False
True,2021-10-08,Fr,1389,1389,2053.2,2922.3,2021-10-08 14:59:10,0,0,Yacob Yonas,False
True,2021-10-07,Th,2404,2404,1910.3,2243.7,2021-10-07 10:13:00,0,0,Timothy Polin,False
True,2021-10-06,We,1690,1690,903.3,903.3,2021-10-06 19:52:43,0,0,Jules Markey,False
True,2021-10-05,Tu,713,713,646.4,907.8,2021-10-05 12:59:48,0,0,Hoang-Kim Vu and Jessica Zetzman,False
True,2021-10-04,Mo,305,305,436.2,436.2,2021-10-04 08:31:15,0,0,Christina Iverson and Andrea Carla Michaels,False
False,2021-10-03,Su,2950,7737,1863.4,2822.4,2021-10-03 17:51:39,366,0,Trenton Charlson,False
True,2021-10-02,Sa,2122,2122,2363.9,2363.9,2021-10-02 14:28:16,0,0,Wendy L. Brandes,False
False,2021-10-01,Fr,1420,4150,2087.2,2683.3,2021-10-02 12:16:38,187,0,Jim Horne and Jeff Chen,False
True,2021-09-30,Th,1146,1146,2019.3,2352.7,2021-09-30 09:18:19,0,0,Rich Proulx,False
True,2021-09-28,Tu,888,888,635.3,896.7,2021-09-28 08:20:27,0,0,Meghan Morris,False
True,2021-09-27,Mo,423,423,461.8,461.8,2021-09-27 08:44:35,0,0,Zachary David Levy,False
True,2021-09-26,Su,1414,1414,1905.0,2864.0,2021-09-26 19:48:20,0,0,Priyanka Sethy and Matthew Stock,False
True,2021-09-22,We,453,453,947.4,947.4,2021-09-22 10:11:37,0,0,Grant Boroughs,False
True,2021-09-21,Tu,756,756,612.8,874.2,2021-09-22 10:02:54,0,0,Daniel Okulitch,False
True,2021-09-20,Mo,492,492,476.0,476.0,2021-09-20 08:28:42,0,0,Pao Roy,False
True,2021-09-19,Su,1362,1362,1967.8,2926.8,2021-09-19 17:58:06,0,0,Peter Gordon,False
True,2021-09-18,Sa,2345,2345,2331.5,2614.4,2021-09-18 15:22:18,0,0,Ryan McCarty,False
True,2021-09-16,Th,1500,1500,2095.7,2429.1,2021-09-16 11:20:33,0,0,Kevin Patterson,False
True,2021-09-15,We,1159,1159,940.6,940.6,2021-09-16 10:15:37,0,0,Sophie Buchmueller and Ross Trudeau,False
True,2021-09-13,Mo,397,397,585.4,585.4,2021-09-13 08:40:10,0,0,A. Tariq,False
True,2021-09-11,Sa,2350,2350,2348.4,2631.3,2021-09-11 18:23:56,0,0,Sid Sivakumar,False
True,2021-09-08,We,617,617,980.6,980.6,2021-09-08 08:10:24,0,0,Lee Taylor,False
True,2021-09-07,Tu,456,456,620.7,882.1,2021-09-07 07:59:09,0,0,Zhouqin Burnikel,False
True,2021-09-06,Mo,295,295,607.7,607.7,2021-09-06 10:05:57,0,0,Joshua Rosenblatt,False
False,2021-09-05,Su,2833,7798,1814.0,2276.5,2021-09-06 19:07:42,388,0,Grant Thackray,False
False,2021-09-03,Fr,1917,4767,2088.0,2399.1,2021-09-05 15:26:12,189,0,Brendan Emmett Quigley and Paolo Pasco,False
True,2021-09-01,We,1240,1240,985.5,985.5,2021-09-01 08:26:12,0,0,Sean Yamada-Hunter,False
False,2021-08-31,Tu,788,3402,587.5,587.5,2021-09-05 15:41:22,188,0,Eric Bornstein,False
True,2021-08-29,Su,1724,1724,1908.5,2847.3,2021-08-29 17:07:00,0,0,Dory Mintz,False
True,2021-08-27,Fr,1075,1075,2063.1,2374.2,2021-08-29 10:03:01,0,0,Robyn Weintraub,False
True,2021-08-25,We,629,629,1067.0,1067.0,2021-08-25 11:15:12,0,0,Adam Vincent,False
True,2021-08-24,Tu,483,483,661.0,661.0,2021-08-24 08:56:31,0,0,Jessie Bullock and Ross Trudeau,False
True,2021-08-23,Mo,493,493,595.2,595.2,2021-08-24 08:23:40,0,0,Bruce Haight,False
True,2021-08-18,We,561,561,1185.7,1185.7,2021-08-18 08:17:41,0,0,Alina Abidi,False
True,2021-08-17,Tu,751,751,632.6,632.6,2021-08-17 12:17:53,0,0,Ruth Bloomfield Margolin,False
True,2021-08-16,Mo,369,369,595.5,595.5,2021-08-16 10:48:03,0,0,Freddie Cheng,False
True,2021-08-15,Su,2110,2110,1798.8,2737.6,2021-08-16 21:27:58,0,0,Aimee Lucido and Ella Dershowitz,False
False,2021-08-13,Fr,3272,6383,1864.1,1864.1,2021-08-14 11:27:37,188,0,John Guzzetta and Michael Hawkins,False
True,2021-08-11,We,1354,1354,1134.3,1134.3,2021-08-11 08:21:28,0,0,Joe DiPietro,False
True,2021-08-10,Tu,453,453,722.6,722.6,2021-08-10 10:11:19,0,0,Anne Grae Martin,False
True,2021-08-09,Mo,734,734,567.0,567.0,2021-08-09 08:03:30,0,0,Alex Eaton-Salners,False
True,2021-08-08,Su,1347,1347,1829.5,2768.3,2021-08-08 17:54:07,0,0,Christina Iverson and Jeff Chen,False
True,2021-08-04,We,830,830,1126.9,1126.9,2021-08-04 10:38:20,0,0,Brandon Koppy,False
True,2021-08-03,Tu,989,989,710.4,710.4,2021-08-03 08:47:48,0,0,Trip Payne,False
True,2021-08-02,Mo,320,320,593.3,593.3,2021-08-02 07:53:45,0,0,Kyra Wilson,False
False,2021-08-01,Su,2279,6904,1753.0,2229.3,2021-08-01 20:13:25,363,0,Matthew Stock,False
True,2021-07-30,Fr,1732,1732,1820.9,1820.9,2021-07-30 14:10:32,0,0,Eric Bornstein,False
True,2021-07-27,Tu,404,404,701.3,701.3,2021-07-27 10:35:53,0,0,Jennifer Lee and Victor Galson,False
True,2021-07-26,Mo,409,409,581.3,581.3,2021-07-26 09:03:47,0,0,Tommy Pauly,False
True,2021-07-25,Su,1859,1859,1922.3,2398.6,2021-07-25 19:40:19,0,0,Chandi Deitmer,False
True,2021-07-24,Sa,1429,1429,2625.3,3203.5,2021-07-26 09:49:51,0,0,Adam Aaronson and Ricky Cruz,False
True,2021-07-22,Th,1526,1526,2507.7,3207.1,2021-07-22 09:15:20,0,0,John Guzzetta,False
True,2021-07-21,We,1081,1081,1152.8,1152.8,2021-07-21 08:09:36,0,0,Alex Vratsanos,False
True,2021-07-20,Tu,496,496,707.2,707.2,2021-07-20 11:11:32,0,0,Sam Buchbinder,False
True,2021-07-19,Mo,430,430,596.8,596.8,2021-07-19 09:54:32,0,0,Stephanie Lesser,False
True,2021-07-18,Su,2078,2078,1828.6,2304.9,2021-07-18 17:12:49,0,0,Jesse Goldberg,False
True,2021-07-15,Th,1696,1696,2545.9,3245.3,2021-07-15 09:10:53,0,0,Max Carpenter,False
True,2021-07-14,We,1109,1109,1187.3,1187.3,2021-07-14 08:21:18,0,0,Amanda Rafkin and Ross Trudeau,False
True,2021-07-13,Tu,777,777,711.3,973.3,2021-07-13 12:10:04,0,0,Bruce Haight,False
True,2021-07-12,Mo,679,679,592.9,852.1,2021-07-12 08:24:14,0,0,Kevin Christian,False
True,2021-07-11,Su,1628,1628,1880.4,2356.7,2021-07-11 19:26:56,0,0,Ashish Vengsarkar,False
True,2021-07-07,We,894,894,1194.9,1194.9,2021-07-07 08:03:04,0,0,Peter A. Collins,False
True,2021-07-06,Tu,531,531,699.2,961.2,2021-07-06 08:08:21,0,0,Katie Hale,False
True,2021-07-05,Mo,634,634,566.5,825.7,2021-07-05 11:28:01,0,0,Peter Gordon,False
True,2021-07-04,Su,1830,1830,1920.1,2866.2,2021-07-04 18:35:32,0,0,Howard Barkin,False
True,2021-07-02,Fr,1779,1779,1710.4,1710.4,2021-07-02 12:16:11,0,0,Brooke Husic and Adam Nicolle,False
True,2021-07-01,Th,1114,1114,2559.2,3533.4,2021-07-01 12:18:16,0,0,Joe Deeney,False
True,2021-06-30,We,1091,1091,1152.4,1152.4,2021-06-30 14:04:20,0,0,Christopher Adams and Adam Aaronson,False
True,2021-06-28,Mo,1491,1491,461.1,720.3,2021-06-28 10:06:58,0,0,Pamela F. Davis,False
True,2021-06-27,Su,1990,1990,1875.2,2821.3,2021-06-27 20:47:10,0,0,Ross Trudeau and Lindsey Hobbs,False
False,2021-06-24,Th,4388,7722,2622.9,3263.7,2021-06-25 12:54:26,188,0,Danny Lawson,False
True,2021-06-23,We,1017,1017,1120.0,1120.0,2021-06-23 07:52:24,0,0,Kate Hawkins,False
True,2021-06-22,Tu,535,535,732.2,994.2,2021-06-22 07:35:41,0,0,Matt Frederick,False
True,2021-06-20,Su,1295,1295,1922.4,2868.5,2021-06-20 14:18:58,0,0,Michael Lieberman,False
True,2021-06-19,Sa,1940,1940,2719.5,3635.7,2021-06-19 16:02:49,0,0,Sophia Maymudes,False
True,2021-06-18,Fr,1111,1111,1798.1,1798.1,2021-06-18 08:22:48,0,0,Daniel Larsen,False
True,2021-06-17,Th,2433,2433,2485.7,3126.5,2021-06-17 08:35:11,0,0,Blake Slonecker,False
True,2021-06-16,We,1289,1289,1154.8,1154.8,2021-06-16 11:23:36,0,0,Finn Vigeland,False
True,2021-06-15,Tu,456,456,761.9,1281.4,2021-06-15 08:27:51,0,0,Owen Travis,False
True,2021-06-14,Mo,518,518,468.5,727.7,2021-06-14 11:41:17,0,0,Andrea Carla Michaels and Doug Peterson,False
False,2021-06-13,Su,2669,7432,1899.3,2835.7,2021-06-13 20:25:35,363,1,Stephen McCarthy,False
True,2021-06-12,Sa,2296,2296,2885.3,4132.5,2021-06-12 11:42:23,0,0,Brooke Husic and Brian Thomas,False
True,2021-06-11,Fr,2243,2243,1752.3,1752.3,2021-06-11 08:56:37,0,0,Matthew Stock,False
True,2021-06-10,Th,1877,1877,2544.0,3522.7,2021-06-10 08:26:39,0,0,Sheldon Polonsky,False
True,2021-06-09,We,1444,1444,1120.9,1120.9,2021-06-09 09:32:46,0,0,Byron Walden,False
True,2021-06-08,Tu,1218,1218,750.1,1269.6,2021-06-08 09:56:17,0,0,Christopher Adams,False
True,2021-06-07,Mo,368,368,472.4,731.6,2021-06-07 09:59:18,0,0,Erika Ettin,False
True,2021-06-06,Su,1013,1013,2029.2,2965.6,2021-06-13 10:24:52,0,0,Robyn Weintraub,False
True,2021-06-04,Fr,1444,1444,1796.5,1796.5,2021-06-04 10:22:48,0,0,Nam Jin Yoon,False
True,2021-06-03,Th,1735,1735,2573.5,3552.2,2021-06-03 11:50:37,0,0,Kyra Wilson and Sophia Maymudes,False
True,2021-06-02,We,1748,1748,1048.3,1048.3,2021-06-02 09:44:47,0,0,Jesse Goldberg,False
True,2021-06-01,Tu,467,467,803.5,1590.8,2021-06-01 08:27:59,0,0,Finn Vigeland,False
True,2021-05-31,Mo,372,372,467.0,726.2,2021-05-31 10:19:02,0,0,Michael Lieberman,False
True,2021-05-30,Su,1654,1654,2078.9,3479.9,2021-05-30 13:18:12,0,0,Adam Wagner,False
True,2021-05-29,Sa,3275,3275,3012.4,4259.6,2021-05-29 11:01:59,0,0,Adam Aaronson,False
True,2021-05-28,Fr,4539,4539,1496.2,1496.2,2021-05-28 18:21:20,0,0,Andrew J. Ries,False
True,2021-05-27,Th,1688,1688,2572.7,3829.6,2021-05-27 18:11:11,0,0,Barbara Lin,False
True,2021-05-26,We,840,840,1071.4,1071.4,2021-05-26 10:48:18,0,0,Will Nediger,False
True,2021-05-25,Tu,1353,1353,736.9,1524.2,2021-05-25 08:57:59,0,0,Kristian House and Mike Dockins,False
True,2021-05-24,Mo,449,449,488.0,1010.2,2021-05-24 09:21:14,0,0,Adrienne Atkins,False
True,2021-05-23,Su,1514,1514,2201.2,4072.1,2021-05-23 20:07:52,0,0,Jennifer Nebergall,False
True,2021-05-19,We,756,756,1065.2,1065.2,2021-05-19 11:02:02,0,0,Ashish Vengsarkar,False
True,2021-05-18,Tu,867,867,719.6,1506.9,2021-05-18 08:47:49,0,0,Margaret Seikel,False
True,2021-05-17,Mo,583,583,465.2,987.4,2021-05-17 08:44:33,0,0,Wren Schultz,False
True,2021-05-16,Su,3552,3552,1974.6,3845.5,2021-05-16 18:08:14,0,0,Joe DiPietro,False
True,2021-05-14,Fr,1760,1760,1533.7,1533.7,2021-05-14 08:46:04,0,0,Yacob Yonas,False
True,2021-05-13,Th,2236,2236,2663.4,3920.3,2021-05-13 13:01:26,0,0,"Natan Last, Andy Kravis and the J.A.S.A. Crossword Class",False
True,2021-05-12,We,1340,1340,1027.9,1027.9,2021-05-12 11:19:15,0,0,Tracy Gray,False
True,2021-05-11,Tu,313,313,742.8,1530.1,2021-05-11 10:02:03,0,0,Kevin Patterson,False
True,2021-05-10,Mo,289,289,521.6,1043.8,2021-05-10 11:30:26,0,0,Zhouqin Burnikel,False
True,2021-05-08,Sa,2431,2431,3002.5,4410.8,2021-05-08 22:44:50,0,0,David Steinberg,False
True,2021-05-07,Fr,1925,1925,1372.3,1372.3,2021-05-07 13:17:34,0,0,Brooke Husic,False
True,2021-05-06,Th,2264,2264,2560.0,3816.9,2021-05-06 15:47:22,0,0,Ed Sessa,False
True,2021-05-05,We,1454,1454,971.4,971.4,2021-05-05 10:44:10,0,0,Bryce Hwang and Rahul Sridhar and Akshay Ravikumar,False
True,2021-05-04,Tu,555,555,750.4,1537.7,2021-05-04 19:49:30,0,0,Nina Sloan,False
True,2021-05-03,Mo,585,585,555.0,1077.2,2021-05-03 08:44:19,0,0,Ross Trudeau,False
True,2021-05-02,Su,1141,1141,2125.3,4463.4,2021-05-02 14:35:06,0,0,Dan Schoenholz,False
True,2021-05-01,Sa,3403,3403,2859.0,4267.3,2021-05-01 21:57:21,0,0,Ryan McCarty,False
True,2021-04-30,Fr,826,826,1564.5,1564.5,2021-04-30 08:48:54,0,0,Kate Hawkins,False
False,2021-04-29,Th,5646,9306,2282.1,3476.0,2021-04-29 20:54:23,185,2,Adam Wagner,False
True,2021-04-28,We,970,970,959.7,959.7,2021-04-28 09:40:40,0,0,Hal Moore,False
False,2021-04-27,Tu,818,3438,726.3,1251.6,2021-04-27 09:05:51,188,0,Jeff McDermott,False
False,2021-04-26,Mo,640,3232,582.9,845.9,2021-04-28 09:23:18,183,1,Eric and Lori Bornstein,False
True,2021-04-19,Mo,370,370,586.9,849.9,2021-04-20 19:48:33,0,0,Andrea Carla Michaels,False
True,2021-04-18,Su,2146,2146,2150.2,4488.3,2021-04-20 20:30:29,0,0,Johan Vass,False
True,2021-04-17,Sa,2827,2827,2779.7,4552.7,2021-04-17 12:03:25,0,0,Leslie Rogers,False
True,2021-04-16,Fr,1282,1282,1834.8,2204.4,2021-04-16 14:56:15,0,0,Tom Pepper,False
True,2021-04-14,We,666,666,957.6,957.6,2021-04-14 15:18:12,0,0,Nathan Hasegawa,False
True,2021-04-13,Tu,410,410,817.8,1343.1,2021-04-13 10:37:34,0,0,Michael Lieberman,False
True,2021-04-12,Mo,437,437,585.9,848.9,2021-04-12 14:38:44,0,0,Aimee Lucido and Ella Dershowitz,False
False,2021-04-11,Su,2227,6925,2139.9,4008.2,2021-04-15 19:50:15,372,0,Dick Shlakman and Will Nediger,False
True,2021-04-07,We,693,693,979.0,979.0,2021-04-07 09:17:46,0,0,Adrian Johnson,False
True,2021-04-06,Tu,865,865,835.9,1361.2,2021-04-06 10:34:50,0,0,Amanda Chung and Karl Ni,False
True,2021-04-05,Mo,592,592,576.9,839.9,2021-04-05 09:48:20,0,0,Zhouqin Burnikel,False
True,2021-04-04,Su,1541,1541,2120.2,3988.5,2021-04-06 20:35:14,0,0,Angela Olson Halsted and Doug Peterson,False
False,2021-03-30,Tu,753,3328,831.7,1099.5,2021-03-30 13:34:33,185,0,Alex Rosen and Brad Wilber,False
True,2021-03-26,Fr,1300,1300,1968.9,2338.5,2021-03-26 16:17:42,0,0,Daniel Larsen,False
True,2021-03-25,Th,2078,2078,2318.6,3512.5,2021-03-25 15:45:15,0,0,Alex Eaton-Salners,False
True,2021-03-24,We,1637,1637,875.5,875.5,2021-03-24 09:10:05,0,0,Amanda Rafkin and Ross Trudeau,False
True,2021-03-23,Tu,1100,1100,764.6,1032.4,2021-03-23 10:11:03,0,0,Dan Schoenholz,False
True,2021-03-22,Mo,407,407,577.2,840.2,2021-03-22 13:14:47,0,0,Daniel Grinberg,False
True,2021-03-21,Su,1767,1767,2099.4,3967.7,2021-03-21 17:59:38,0,0,Julian Kwan,False
True,2021-03-17,We,1105,1105,1001.6,1001.6,2021-03-17 14:29:51,0,0,Peter A. Collins,False
False,2021-03-16,Tu,1001,3679,735.6,735.6,2021-03-17 12:54:14,190,0,Lindsey Hobbs,False
True,2021-03-15,Mo,318,318,623.5,886.5,2021-03-15 10:31:57,0,0,Philip K. Chow,False
False,2021-03-14,Su,2438,7104,1994.8,3396.5,2021-03-14 17:48:22,364,0,Jacob Stulberg,False
True,2021-03-12,Fr,674,674,2082.1,2451.7,2021-03-12 20:40:53,0,0,Peter Wentz,False
False,2021-03-11,Th,1247,3995,2372.0,3621.4,2021-03-12 08:41:12,184,2,Leslie Rogers,False
True,2021-03-09,Tu,687,687,718.9,718.9,2021-03-09 10:59:45,0,0,Simon Marotte,False
False,2021-03-08,Mo,659,3289,599.8,599.8,2021-03-08 18:43:37,192,0,Eric Bornstein,False
True,2021-03-06,Sa,1343,1343,2876.4,4649.4,2021-03-06 12:01:34,0,0,Sid Sivakumar,False
True,2021-03-04,Th,5025,5025,2210.2,3790.4,2021-03-05 09:00:10,0,0,Blake Slonecker,False
True,2021-03-03,We,1022,1022,981.0,981.0,2021-03-03 12:15:37,0,0,Ann Shan,False
True,2021-03-01,Mo,355,355,630.4,630.4,2021-03-01 16:00:14,0,0,Michael Lieberman,False
True,2021-02-28,Su,2312,2312,1917.0,3318.7,2021-02-28 14:44:14,0,0,Brad Wiegmann,False
True,2021-02-24,We,1071,1071,934.2,934.2,2021-02-24 15:51:13,0,0,Andrew J. Ries,False
True,2021-02-23,Tu,694,694,707.8,707.8,2021-02-23 10:07:11,0,0,Kate Hawkins,False
True,2021-02-22,Mo,853,853,657.4,927.6,2021-02-22 12:43:58,0,0,Barbara Lin,False
False,2021-02-21,Su,2151,6797,2043.7,2980.8,2021-02-21 14:46:22,368,0,Matthew Stock,False
False,2021-02-20,Sa,2021,4850,2971.4444444444443,4627.111111111111,2021-02-21 12:32:48,185,0,Ali Gascoigne,False
True,2021-02-17,We,694,694,993.1,993.1,2021-02-17 09:24:37,0,0,David Harris and Evan Kalish,False
True,2021-02-16,Tu,545,545,722.0,722.0,2021-02-16 10:28:04,0,0,Johanna Fenimore,False
