date,category,value
1985.63587,Other,123
1985.63587,Star,0
1985.63313,Other,122.9
1985.63313,Star,0
1985.63039,Other,123
1985.63039,Star,0
1985.62765,Other,123
1985.62765,Star,0
1985.62491,Other,123.1
1985.62491,Star,0
1985.62218,Other,122
1985.62218,Star,0
1985.61944,Other,122
1985.61944,Star,0
1985.6167,Other,123
1985.6167,Star,0
1985.61396,Other,124
1985.61396,Star,0
1985.61123,Other,122
1985.61123,Star,0
1985.60849,Other,123.9
1985.60849,Star,0
1985.60575,Other,125
1985.60575,Star,0
1985.60301,Other,126
1985.60301,Star,0
1985.60027,Other,122.1
1985.60027,Star,0
1985.59754,Other,121
1985.59754,Star,0
1985.5948,Other,123
1985.5948,Star,0
1985.59206,Other,123
1985.59206,Star,0
1985.58932,Other,123
1985.58932,Star,0
1985.58658,Other,123
1985.58658,Star,0
1985.58385,Other,121
1985.58385,Star,0
1985.58111,Other,121
1985.58111,Star,0
1985.57837,Other,121
1985.57837,Star,0
1985.57563,Other,121
1985.57563,Star,0
1985.5729,Other,120.9
1985.5729,Star,0
1985.57016,Other,121
1985.57016,Star,0
1985.56742,Other,122
1985.56742,Star,0
1985.56468,Other,122.1
1985.56468,Star,0
1985.56194,Other,122.1
1985.56194,Star,0
1985.55921,Other,123
1985.55921,Star,0
1985.55647,Other,124
1985.55647,Star,0
1985.55373,Other,124
1985.55373,Star,0
1985.55099,Other,124
1985.55099,Star,0
1985.54825,Other,123.9
1985.54825,Star,0
1985.54552,Other,122.9
1985.54552,Star,0
1985.54278,Other,123
1985.54278,Star,0
1985.54004,Other,122.1
1985.54004,Star,0
1985.5373,Other,122
1985.5373,Star,0
1985.53457,Other,121
1985.53457,Star,0
1985.53183,Other,121
1985.53183,Star,0
1985.52909,Other,121
1985.52909,Star,0
1985.52635,Other,121
1985.52635,Star,0
1985.52361,Other,121.1
1985.52361,Star,0
1985.52088,Other,121
1985.52088,Star,0
1985.51814,Other,121.1
1985.51814,Star,0
1985.5154,Other,121
1985.5154,Star,0
1985.51266,Other,121
1985.51266,Star,0
1985.50992,Other,121
1985.50992,Star,0
1985.50719,Other,123
1985.50719,Star,0
1985.50445,Other,124
1985.50445,Star,0
1985.50171,Other,122.1
1985.50171,Star,0
1985.49897,Other,122
1985.49897,Star,0
1985.49624,Other,122
1985.49624,Star,0
1985.4935,Other,123
1985.4935,Star,0
1985.49076,Other,124
1985.49076,Star,0
1985.48802,Other,125
1985.48802,Star,0
1985.48528,Other,126
1985.48528,Star,0
1985.48255,Other,124
1985.48255,Star,0
1985.47981,Other,125
1985.47981,Star,0
1985.47707,Other,128
1985.47707,Star,0
1985.47433,Other,129
1985.47433,Star,0
1985.47159,Other,129
1985.47159,Star,0
1985.46886,Other,126
1985.46886,Star,0
1985.46612,Other,126
1985.46612,Star,0
1985.46338,Other,124
1985.46338,Star,0
1985.46064,Other,122
1985.46064,Star,0
1985.45791,Other,120.9
1985.45791,Star,0
1985.45517,Other,120.9
1985.45517,Star,0
1985.45243,Other,120.9
1985.45243,Star,0
1985.44969,Other,120.9
1985.44969,Star,0
1985.44695,Other,119.1
1985.44695,Star,0
1985.44422,Other,119.1
1985.44422,Star,0
1985.44148,Other,119.1
1985.44148,Star,0
1985.43874,Other,119.1
1985.43874,Star,0
1985.436,Other,119
1985.436,Star,0
1985.43326,Other,120
1985.43326,Star,0
1985.43053,Other,118
1985.43053,Star,0
1985.42779,Other,116
1985.42779,Star,0
1985.42505,Other,117
1985.42505,Star,0
1985.42231,Other,117
1985.42231,Star,0
1985.41958,Other,118
1985.41958,Star,0
1985.41684,Other,119
1985.41684,Star,0
1985.4141,Other,119
1985.4141,Star,0
1985.41136,Other,120
1985.41136,Star,0
1985.40862,Other,118
1985.40862,Star,0
1985.40589,Other,118
1985.40589,Star,0
1985.40315,Other,119
1985.40315,Star,0
1985.40041,Other,119
1985.40041,Star,0
1985.39767,Other,119
1985.39767,Star,0
1985.39493,Other,119
1985.39493,Star,0
1985.3922,Other,120
1985.3922,Star,0
1985.38946,Other,118
1985.38946,Star,0
1985.38672,Other,116
1985.38672,Star,0
1985.38398,Other,116
1985.38398,Star,0
1985.38125,Other,117
1985.38125,Star,0
1985.37851,Other,117
1985.37851,Star,0
1985.37577,Other,118
1985.37577,Star,0
1985.37303,Other,116
1985.37303,Star,0
1985.37029,Other,116
1985.37029,Star,0
1985.36756,Other,114
1985.36756,Star,0
1985.36482,Other,114
1985.36482,Star,0
1985.36208,Other,114
1985.36208,Star,0
1985.35934,Other,114
1985.35934,Star,0
1985.35661,Other,114
1985.35661,Star,0
1985.35387,Other,115
1985.35387,Star,0
1985.35113,Other,115
1985.35113,Star,0
1985.34839,Other,115
1985.34839,Star,0
1985.34565,Other,115
1985.34565,Star,0
1985.34292,Other,117
1985.34292,Star,0
1985.34018,Other,117
1985.34018,Star,0
1985.33744,Other,117
1985.33744,Star,0
1985.3347,Other,117
1985.3347,Star,0
1985.33196,Other,117
1985.33196,Star,0
1985.32923,Other,117
1985.32923,Star,0
1985.32649,Other,117
1985.32649,Star,0
1985.32375,Other,116
1985.32375,Star,0
1985.32101,Other,116
1985.32101,Star,0
1985.31828,Other,117
1985.31828,Star,0
1985.31554,Other,115
1985.31554,Star,0
1985.3128,Other,113
1985.3128,Star,0
1985.31006,Other,113
1985.31006,Star,0
1985.30732,Other,115
1985.30732,Star,0
1985.30459,Other,116
1985.30459,Star,0
1985.30185,Other,116
1985.30185,Star,0
1985.29911,Other,116
1985.29911,Star,0
1985.29637,Other,116
1985.29637,Star,0
1985.29363,Other,114
1985.29363,Star,0
1985.2909,Other,115
1985.2909,Star,0
1985.28816,Other,113
1985.28816,Star,0
1985.28542,Other,113
1985.28542,Star,0
1985.28268,Other,113
1985.28268,Star,0
1985.27995,Other,113
1985.27995,Star,0
1985.27721,Other,112
1985.27721,Star,0
1985.27447,Other,112
1985.27447,Star,0
1985.27173,Other,112
1985.27173,Star,0
1985.26899,Other,112
1985.26899,Star,0
1985.26626,Other,112
1985.26626,Star,0
1985.26352,Other,112
1985.26352,Star,0
1985.26078,Other,112
1985.26078,Star,0
1985.25804,Other,112
1985.25804,Star,0
1985.2553,Other,112
1985.2553,Star,0
1985.25257,Other,110
1985.25257,Star,0
1985.24983,Other,110
1985.24983,Star,0
1985.24709,Other,110
1985.24709,Star,0
1985.24435,Other,110
1985.24435,Star,0
1985.24162,Other,110
1985.24162,Star,0
1985.23888,Other,111
1985.23888,Star,0
1985.23614,Other,111
1985.23614,Star,0
1985.2334,Other,112
1985.2334,Star,0
1985.23066,Other,112
1985.23066,Star,0
1985.22793,Other,111
1985.22793,Star,0
1985.22519,Other,111
1985.22519,Star,0
1985.22245,Other,112
1985.22245,Star,0
1985.21971,Other,110
1985.21971,Star,0
1985.21697,Other,111
1985.21697,Star,0
1985.21424,Other,111
1985.21424,Star,0
1985.2115,Other,111
1985.2115,Star,0
1985.20876,Other,111
1985.20876,Star,0
1985.20602,Other,111
1985.20602,Star,0
1985.20329,Other,111
1985.20329,Star,0
1985.20055,Other,112
1985.20055,Star,0
1985.19781,Other,112
1985.19781,Star,0
1985.19507,Other,112
1985.19507,Star,0
1985.19233,Other,112
1985.19233,Star,0
1985.1896,Other,112
1985.1896,Star,0
1985.18686,Other,112
1985.18686,Star,0
1985.18412,Other,112
1985.18412,Star,0
1985.18138,Other,112
1985.18138,Star,0
1985.17864,Other,112
1985.17864,Star,0
1985.17591,Other,112
1985.17591,Star,0
1985.17317,Other,113
1985.17317,Star,0
1985.17043,Other,115
1985.17043,Star,0
1985.16769,Other,115
1985.16769,Star,0
1985.16496,Other,115
1985.16496,Star,0
1985.16222,Other,113
1985.16222,Star,0
1985.15948,Other,113
1985.15948,Star,0
1985.15674,Other,109
1985.15674,Star,0
1985.154,Other,109
1985.154,Star,0
1985.15127,Other,109
1985.15127,Star,0
1985.14853,Other,110
1985.14853,Star,0
1985.14579,Other,110
1985.14579,Star,0
1985.14305,Other,111
1985.14305,Star,0
1985.14031,Other,110
1985.14031,Star,0
1985.13758,Other,111
1985.13758,Star,0
1985.13484,Other,111
1985.13484,Star,0
1985.1321,Other,111
1985.1321,Star,0
1985.12936,Other,111
1985.12936,Star,0
1985.12663,Other,111
1985.12663,Star,0
1985.12389,Other,111
1985.12389,Star,0
1985.12115,Other,111
1985.12115,Star,0
1985.11841,Other,111
1985.11841,Star,0
1985.11567,Other,111
1985.11567,Star,0
1985.11294,Other,111
1985.11294,Star,0
1985.1102,Other,111
1985.1102,Star,0
1985.10746,Other,111
1985.10746,Star,0
1985.10472,Other,111
1985.10472,Star,0
1985.10198,Other,111
1985.10198,Star,0
1985.09925,Other,109
1985.09925,Star,0
1985.09651,Other,110
1985.09651,Star,0
1985.09377,Other,110
1985.09377,Star,0
1985.09103,Other,110
1985.09103,Star,0
1985.0883,Other,110
1985.0883,Star,0
1985.08556,Other,109
1985.08556,Star,0
1985.08282,Other,109
1985.08282,Star,0
1985.08008,Other,110
1985.08008,Star,0
1985.07734,Other,110
1985.07734,Star,0
1985.07461,Other,110
1985.07461,Star,0
1985.07187,Other,111
1985.07187,Star,0
1985.06913,Other,111
1985.06913,Star,0
1985.06639,Other,112
1985.06639,Star,0
1985.06366,Other,112
1985.06366,Star,0
1985.06092,Other,111
1985.06092,Star,0
1985.05818,Other,111
1985.05818,Star,0
1985.05544,Other,111
1985.05544,Star,0
1985.0527,Other,113
1985.0527,Star,0
1985.04997,Other,114
1985.04997,Star,0
1985.04723,Other,112
1985.04723,Star,0
1985.04449,Other,113
1985.04449,Star,0
1985.04175,Other,109
1985.04175,Star,0
1985.03901,Other,110
1985.03901,Star,0
1985.03628,Other,110
1985.03628,Star,0
1985.03354,Other,110
1985.03354,Star,0
1985.0308,Other,110
1985.0308,Star,0
1985.02806,Other,113
1985.02806,Star,0
1985.02533,Other,113
1985.02533,Star,0
1985.02259,Other,111
1985.02259,Star,0
1985.01985,Other,111
1985.01985,Star,0
1985.01711,Other,111
1985.01711,Star,0
1985.01437,Other,111
1985.01437,Star,0
1985.01164,Other,111
1985.01164,Star,0
1985.0089,Other,111
1985.0089,Star,0
1985.00616,Other,111
1985.00616,Star,0
1985.00342,Other,111
1985.00342,Star,0
1985.00068,Other,111
1985.00068,Star,0
1984.99795,Other,111
1984.99795,Star,0
1984.99521,Other,111
1984.99521,Star,0
1984.99247,Other,111
1984.99247,Star,0
1984.98973,Other,111
1984.98973,Star,0
1984.987,Other,111
1984.987,Star,0
1984.98426,Other,111
1984.98426,Star,0
1984.98152,Other,111
1984.98152,Star,0
1984.97878,Other,112
1984.97878,Star,0
1984.97604,Other,113
1984.97604,Star,0
1984.97331,Other,112
1984.97331,Star,0
1984.97057,Other,114
1984.97057,Star,0
1984.96783,Other,112
1984.96783,Star,0
1984.96509,Other,111
1984.96509,Star,0
1984.96235,Other,111
1984.96235,Star,0
1984.95962,Other,112
1984.95962,Star,0
1984.95688,Other,112
1984.95688,Star,0
1984.95414,Other,112
1984.95414,Star,0
1984.9514,Other,110
1984.9514,Star,0
1984.94867,Other,110
1984.94867,Star,0
1984.94593,Other,111
1984.94593,Star,0
1984.94319,Other,111
1984.94319,Star,0
1984.94045,Other,111
1984.94045,Star,0
1984.93771,Other,111
1984.93771,Star,0
1984.93498,Other,111
1984.93498,Star,0
1984.93224,Other,111
1984.93224,Star,0
1984.9295,Other,111
1984.9295,Star,0
1984.92676,Other,111
1984.92676,Star,0
1984.92402,Other,110
1984.92402,Star,0
1984.92129,Other,110
1984.92129,Star,0
1984.91855,Other,111
1984.91855,Star,0
1984.91581,Other,111
1984.91581,Star,0
1984.91307,Other,111
1984.91307,Star,0
1984.91034,Other,109
1984.91034,Star,0
1984.9076,Other,110
1984.9076,Star,0
1984.90486,Other,110
1984.90486,Star,0
1984.90212,Other,110
1984.90212,Star,0
1984.89938,Other,112
1984.89938,Star,0
1984.89665,Other,112
1984.89665,Star,0
1984.89391,Other,113
1984.89391,Star,0
1984.89117,Other,113
1984.89117,Star,0
1984.88843,Other,111
1984.88843,Star,0
1984.88569,Other,112
1984.88569,Star,0
1984.88296,Other,113
1984.88296,Star,0
1984.88022,Other,113
1984.88022,Star,0
1984.87748,Other,114
1984.87748,Star,0
1984.87474,Other,115
1984.87474,Star,0
1984.87201,Other,115
1984.87201,Star,0
1984.86927,Other,111
1984.86927,Star,0
1984.86653,Other,111
1984.86653,Star,0
1984.86379,Other,111
1984.86379,Star,0
1984.86105,Other,111
1984.86105,Star,0
1984.85832,Other,111
1984.85832,Star,0
1984.85558,Other,111
1984.85558,Star,0
1984.85284,Other,110
1984.85284,Star,0
1984.8501,Other,111
1984.8501,Star,0
1984.84736,Other,111
1984.84736,Star,0
1984.84463,Other,111
1984.84463,Star,0
1984.84189,Other,111
1984.84189,Star,0
1984.83915,Other,112
1984.83915,Star,0
1984.83641,Other,112
1984.83641,Star,0
1984.83368,Other,112
1984.83368,Star,0
1984.83094,Other,112
1984.83094,Star,0
1984.8282,Other,112
1984.8282,Star,0
1984.82546,Other,112
1984.82546,Star,0
1984.82272,Other,112
1984.82272,Star,0
1984.81999,Other,112
1984.81999,Star,0
1984.81725,Other,112
1984.81725,Star,0
1984.81451,Other,113
1984.81451,Star,0
1984.81177,Other,113
1984.81177,Star,0
1984.80903,Other,113
1984.80903,Star,0
1984.8063,Other,113
1984.8063,Star,0
1984.80356,Other,113
1984.80356,Star,0
1984.80082,Other,113
1984.80082,Star,0
1984.79808,Other,113
1984.79808,Star,0
1984.79535,Other,114
1984.79535,Star,0
1984.79261,Other,114
1984.79261,Star,0
1984.78987,Other,114
1984.78987,Star,0
1984.78713,Other,114
1984.78713,Star,0
1984.78439,Other,115
1984.78439,Star,0
1984.78166,Other,116
1984.78166,Star,0
1984.77892,Other,116
1984.77892,Star,0
1984.77618,Other,117
1984.77618,Star,0
1984.77344,Other,117
1984.77344,Star,0
1984.7707,Other,118
1984.7707,Star,0
1984.76797,Other,118
1984.76797,Star,0
1984.76523,Other,118
1984.76523,Star,0
1984.76249,Other,118
1984.76249,Star,0
1984.75975,Other,117
1984.75975,Star,0
1984.75702,Other,115
1984.75702,Star,0
1984.75428,Other,115
1984.75428,Star,0
1984.75154,Other,116
1984.75154,Star,0
1984.7488,Other,117
1984.7488,Star,0
1984.74606,Other,117
1984.74606,Star,0
1984.74333,Other,119
1984.74333,Star,0
1984.74059,Other,117.9
1984.74059,Star,0
1984.73785,Other,113.9
1984.73785,Star,0
1984.73511,Other,114.9
1984.73511,Star,0
1984.73238,Other,113.9
1984.73238,Star,0
1984.72964,Other,114
1984.72964,Star,0
1984.7269,Other,114
1984.7269,Star,0
1984.72416,Other,114.1
1984.72416,Star,0
1984.72142,Other,113.1
1984.72142,Star,0
1984.71869,Other,113.1
1984.71869,Star,0
1984.71595,Other,115.1
1984.71595,Star,0
1984.71321,Other,116
1984.71321,Star,0
1984.71047,Other,117
1984.71047,Star,0
1984.70773,Other,117
1984.70773,Star,0
1984.705,Other,118
1984.705,Star,0
1984.70226,Other,118
1984.70226,Star,0
1984.69952,Other,118
1984.69952,Star,0
1984.69678,Other,116
1984.69678,Star,0
1984.69405,Other,117
1984.69405,Star,0
1984.69131,Other,117
1984.69131,Star,0
1984.68857,Other,116.9
1984.68857,Star,0
1984.68583,Other,116.9
1984.68583,Star,0
1984.68309,Other,115.9
1984.68309,Star,0
1984.68036,Other,117
1984.68036,Star,0
1984.67762,Other,121
1984.67762,Star,0
1984.67488,Other,117
1984.67488,Star,0
1984.67214,Other,117.1
1984.67214,Star,0
1984.6694,Other,117.1
1984.6694,Star,0
1984.66667,Other,117.1
1984.66667,Star,0
1984.66393,Other,119
1984.66393,Star,0
1984.66119,Other,117
1984.66119,Star,0
1984.65845,Other,117.1
1984.65845,Star,0
1984.65572,Other,118
1984.65572,Star,0
1984.65298,Other,119
1984.65298,Star,0
1984.65024,Other,119
1984.65024,Star,0
1984.6475,Other,120
1984.6475,Star,0
1984.64476,Other,117
1984.64476,Star,0
1984.64203,Other,118
1984.64203,Star,0
1984.63929,Other,118
1984.63929,Star,0
1984.63655,Other,118
1984.63655,Star,0
1984.63381,Other,118
1984.63381,Star,0
1984.63107,Other,117.9
1984.63107,Star,0
1984.62834,Other,118.9
1984.62834,Star,0
1984.6256,Other,120
1984.6256,Star,0
1984.62286,Other,118.1
1984.62286,Star,0
1984.62012,Other,118.1
1984.62012,Star,0
1984.61739,Other,116.1
1984.61739,Star,0
1984.61465,Other,116
1984.61465,Star,0
1984.61191,Other,117
1984.61191,Star,0
1984.60917,Other,117
1984.60917,Star,0
1984.60643,Other,117
1984.60643,Star,0
1984.6037,Other,117
1984.6037,Star,0
1984.60096,Other,119
1984.60096,Star,0
1984.59822,Other,118
1984.59822,Star,0
1984.59548,Other,116
1984.59548,Star,0
1984.59274,Other,116
1984.59274,Star,0
1984.59001,Other,115.9
1984.59001,Star,0
1984.58727,Other,117.9
1984.58727,Star,0
1984.58453,Other,117.9
1984.58453,Star,0
1984.58179,Other,115.9
1984.58179,Star,0
1984.57906,Other,114
1984.57906,Star,0
1984.57632,Other,113.9
1984.57632,Star,0
1984.57358,Other,116
1984.57358,Star,0
1984.57084,Other,117
1984.57084,Star,0
1984.5681,Other,116.1
1984.5681,Star,0
1984.56537,Other,116.1
1984.56537,Star,0
1984.56263,Other,117
1984.56263,Star,0
1984.55989,Other,115
1984.55989,Star,0
1984.55715,Other,115
1984.55715,Star,0
1984.55441,Other,115
1984.55441,Star,0
1984.55168,Other,115
1984.55168,Star,0
1984.54894,Other,116
1984.54894,Star,0
1984.5462,Other,114
1984.5462,Star,0
1984.54346,Other,114
1984.54346,Star,0
1984.54073,Other,112
1984.54073,Star,0
1984.53799,Other,113
1984.53799,Star,0
1984.53525,Other,113
1984.53525,Star,0
1984.53251,Other,113
1984.53251,Star,0
1984.52977,Other,113.9
1984.52977,Star,0
1984.52704,Other,115
1984.52704,Star,0
1984.5243,Other,115
1984.5243,Star,0
1984.52156,Other,116
1984.52156,Star,0
1984.51882,Other,116
1984.51882,Star,0
1984.51608,Other,117.1
1984.51608,Star,0
1984.51335,Other,118
1984.51335,Star,0
1984.51061,Other,118
1984.51061,Star,0
1984.50787,Other,118
1984.50787,Star,0
1984.50513,Other,118
1984.50513,Star,0
1984.5024,Other,116
1984.5024,Star,0
1984.49966,Other,116
1984.49966,Star,0
1984.49692,Other,116
1984.49692,Star,0
1984.49418,Other,116
1984.49418,Star,0
1984.49144,Other,116
1984.49144,Star,0
1984.48871,Other,117
1984.48871,Star,0
1984.48597,Other,118.1
1984.48597,Star,0
1984.48323,Other,117
1984.48323,Star,0
1984.48049,Other,115
1984.48049,Star,0
1984.47775,Other,117.9
1984.47775,Star,0
1984.47502,Other,118
1984.47502,Star,0
1984.47228,Other,116.1
1984.47228,Star,0
1984.46954,Other,116
1984.46954,Star,0
1984.4668,Other,116
1984.4668,Star,0
1984.46407,Other,114
1984.46407,Star,0
1984.46133,Other,114
1984.46133,Star,0
1984.45859,Other,113.9
1984.45859,Star,0
1984.45585,Other,113.9
1984.45585,Star,0
1984.45311,Other,112.1
1984.45311,Star,0
1984.45038,Other,113
1984.45038,Star,0
1984.44764,Other,113
1984.44764,Star,0
1984.4449,Other,113
1984.4449,Star,0
1984.44216,Other,112
1984.44216,Star,0
1984.43943,Other,111.9
1984.43943,Star,0
1984.43669,Other,112
1984.43669,Star,0
1984.43395,Other,112.1
1984.43395,Star,0
1984.43121,Other,112
1984.43121,Star,0
1984.42847,Other,110
1984.42847,Star,0
1984.42574,Other,109.9
1984.42574,Star,0
1984.423,Other,111
1984.423,Star,0
1984.42026,Other,111
1984.42026,Star,0
1984.41752,Other,111
1984.41752,Star,0
1984.41478,Other,110
1984.41478,Star,0
1984.41205,Other,111
1984.41205,Star,0
1984.40931,Other,110
1984.40931,Star,0
1984.40657,Other,110
1984.40657,Star,0
1984.40383,Other,109
1984.40383,Star,0
1984.4011,Other,109
1984.4011,Star,0
1984.39836,Other,111
1984.39836,Star,0
1984.39562,Other,110
1984.39562,Star,0
1984.39288,Other,109.9
1984.39288,Star,0
1984.39014,Other,111
1984.39014,Star,0
1984.38741,Other,109.1
1984.38741,Star,0
1984.38467,Other,110
1984.38467,Star,0
1984.38193,Other,111
1984.38193,Star,0
1984.37919,Other,110
1984.37919,Star,0
1984.37645,Other,110
1984.37645,Star,0
1984.37372,Other,111
1984.37372,Star,0
1984.37098,Other,110.9
1984.37098,Star,0
1984.36824,Other,111
1984.36824,Star,0
1984.3655,Other,110.1
1984.3655,Star,0
1984.36277,Other,110
1984.36277,Star,0
1984.36003,Other,110
1984.36003,Star,0
1984.35729,Other,108
1984.35729,Star,0
1984.35455,Other,109
1984.35455,Star,0
1984.35181,Other,109
1984.35181,Star,0
1984.34908,Other,109
1984.34908,Star,0
1984.34634,Other,108
1984.34634,Star,0
1984.3436,Other,108
1984.3436,Star,0
1984.34086,Other,108
1984.34086,Star,0
1984.33812,Other,108.1
1984.33812,Star,0
1984.33539,Other,109
1984.33539,Star,0
1984.33265,Other,109
1984.33265,Star,0
1984.32991,Other,110
1984.32991,Star,0
1984.32717,Other,110.1
1984.32717,Star,0
1984.32444,Other,110
1984.32444,Star,0
1984.3217,Other,111
1984.3217,Star,0
1984.31896,Other,110.9
1984.31896,Star,0
1984.31622,Other,112.1
1984.31622,Star,0
1984.31348,Other,112
1984.31348,Star,0
1984.31075,Other,113
1984.31075,Star,0
1984.30801,Other,113
1984.30801,Star,0
1984.30527,Other,112
1984.30527,Star,0
1984.30253,Other,112
1984.30253,Star,0
1984.29979,Other,113
1984.29979,Star,0
1984.29706,Other,111
1984.29706,Star,0
1984.29432,Other,111
1984.29432,Star,0
1984.29158,Other,111
1984.29158,Star,0
1984.28884,Other,110.9
1984.28884,Star,0
1984.28611,Other,109
1984.28611,Star,0
1984.28337,Other,109
1984.28337,Star,0
1984.28063,Other,111
1984.28063,Star,0
1984.27789,Other,111
1984.27789,Star,0
1984.27515,Other,112
1984.27515,Star,0
1984.27242,Other,110
1984.27242,Star,0
1984.26968,Other,110.9
1984.26968,Star,0
1984.26694,Other,111.1
1984.26694,Star,0
1984.2642,Other,110
1984.2642,Star,0
1984.26146,Other,110
1984.26146,Star,0
1984.25873,Other,112.9
1984.25873,Star,0
1984.25599,Other,111
1984.25599,Star,0
1984.25325,Other,109.1
1984.25325,Star,0
1984.25051,Other,110
1984.25051,Star,0
1984.24778,Other,110.9
1984.24778,Star,0
1984.24504,Other,113
1984.24504,Star,0
1984.2423,Other,113
1984.2423,Star,0
1984.23956,Other,113
1984.23956,Star,0
1984.23682,Other,113
1984.23682,Star,0
1984.23409,Other,113.9
1984.23409,Star,0
1984.23135,Other,114.1
1984.23135,Star,0
1984.22861,Other,114
1984.22861,Star,0
1984.22587,Other,114.1
1984.22587,Star,0
1984.22313,Other,114
1984.22313,Star,0
1984.2204,Other,113.9
1984.2204,Star,0
1984.21766,Other,116
1984.21766,Star,0
1984.21492,Other,116
1984.21492,Star,0
1984.21218,Other,116.1
1984.21218,Star,0
1984.20945,Other,117
1984.20945,Star,0
1984.20671,Other,117
1984.20671,Star,0
1984.20397,Other,114
1984.20397,Star,0
1984.20123,Other,113.9
1984.20123,Star,0
1984.19849,Other,114
1984.19849,Star,0
1984.19576,Other,114
1984.19576,Star,0
1984.19302,Other,114.1
1984.19302,Star,0
1984.19028,Other,114
1984.19028,Star,0
1984.18754,Other,112
1984.18754,Star,0
1984.1848,Other,112
1984.1848,Star,0
1984.18207,Other,111.9
1984.18207,Star,0
1984.17933,Other,111.1
1984.17933,Star,0
1984.17659,Other,109
1984.17659,Star,0
1984.17385,Other,109
1984.17385,Star,0
1984.17112,Other,109
1984.17112,Star,0
1984.16838,Other,112
1984.16838,Star,0
1984.16564,Other,110
1984.16564,Star,0
1984.1629,Other,110
1984.1629,Star,0
1984.16016,Other,110
1984.16016,Star,0
1984.15743,Other,108
1984.15743,Star,0
1984.15469,Other,109
1984.15469,Star,0
1984.15195,Other,110
1984.15195,Star,0
1984.14921,Other,110
1984.14921,Star,0
1984.14648,Other,110
1984.14648,Star,0
1984.14374,Other,112
1984.14374,Star,0
1984.141,Other,112
1984.141,Star,0
1984.13826,Other,110
1984.13826,Star,0
1984.13552,Other,109.9
1984.13552,Star,0
1984.13279,Other,109.9
1984.13279,Star,0
1984.13005,Other,110
1984.13005,Star,0
1984.12731,Other,111
1984.12731,Star,0
1984.12457,Other,109
1984.12457,Star,0
1984.12183,Other,108
1984.12183,Star,0
1984.1191,Other,109.1
1984.1191,Star,0
1984.11636,Other,110
1984.11636,Star,0
1984.11362,Other,110.1
1984.11362,Star,0
1984.11088,Other,111.1
1984.11088,Star,0
1984.10815,Other,112
1984.10815,Star,0
1984.10541,Other,114
1984.10541,Star,0
1984.10267,Other,114
1984.10267,Star,0
1984.09993,Other,114
1984.09993,Star,0
1984.09719,Other,114
1984.09719,Star,0
1984.09446,Other,115
1984.09446,Star,0
1984.09172,Other,117
1984.09172,Star,0
1984.08898,Other,116
1984.08898,Star,0
1984.08624,Other,116
1984.08624,Star,0
1984.0835,Other,116
1984.0835,Star,0
1984.08077,Other,115
1984.08077,Star,0
1984.07803,Other,115
1984.07803,Star,0
1984.07529,Other,114
1984.07529,Star,0
1984.07255,Other,114
1984.07255,Star,0
1984.06982,Other,114
1984.06982,Star,0
1984.06708,Other,110
1984.06708,Star,0
1984.06434,Other,112
1984.06434,Star,0
1984.0616,Other,112
1984.0616,Star,0
1984.05886,Other,112
1984.05886,Star,0
1984.05613,Other,112
1984.05613,Star,0
1984.05339,Other,112
1984.05339,Star,0
1984.05065,Other,113
1984.05065,Star,0
1984.04791,Other,113
1984.04791,Star,0
1984.04517,Other,114
1984.04517,Star,0
1984.04244,Other,114
1984.04244,Star,0
1984.0397,Other,114
1984.0397,Star,0
1984.03696,Other,114
1984.03696,Star,0
1984.03422,Other,114
1984.03422,Star,0
1984.03149,Other,113
1984.03149,Star,0
1984.02875,Other,113
1984.02875,Star,0
1984.02601,Other,111
1984.02601,Star,0
1984.02327,Other,111
1984.02327,Star,0
1984.02053,Other,111
1984.02053,Star,0
1984.0178,Other,111
1984.0178,Star,0
1984.01506,Other,111
1984.01506,Star,0
1984.01232,Other,111
1984.01232,Star,0
1984.00958,Other,111
1984.00958,Star,0
1984.00684,Other,111
1984.00684,Star,0
1984.00411,Other,111
1984.00411,Star,0
1984.00137,Other,111
1984.00137,Star,0
1983.99863,Other,111
1983.99863,Star,0
1983.99589,Other,113
1983.99589,Star,0
1983.99316,Other,113
1983.99316,Star,0
1983.99042,Other,113
1983.99042,Star,0
1983.98768,Other,111
1983.98768,Star,0
1983.98494,Other,108
1983.98494,Star,0
1983.9822,Other,108
1983.9822,Star,0
1983.97947,Other,108
1983.97947,Star,0
1983.97673,Other,108
1983.97673,Star,0
1983.97399,Other,108
1983.97399,Star,0
1983.97125,Other,108
1983.97125,Star,0
1983.96851,Other,107
1983.96851,Star,0
1983.96578,Other,107
1983.96578,Star,0
1983.96304,Other,109
1983.96304,Star,0
1983.9603,Other,109
1983.9603,Star,0
1983.95756,Other,110
1983.95756,Star,0
1983.95483,Other,110
1983.95483,Star,0
1983.95209,Other,111
1983.95209,Star,0
1983.94935,Other,109
1983.94935,Star,0
1983.94661,Other,109
1983.94661,Star,0
1983.94387,Other,109
1983.94387,Star,0
1983.94114,Other,109
1983.94114,Star,0
1983.9384,Other,110
1983.9384,Star,0
1983.93566,Other,110
1983.93566,Star,0
1983.93292,Other,111
1983.93292,Star,0
1983.93018,Other,109
1983.93018,Star,0
1983.92745,Other,110
1983.92745,Star,0
1983.92471,Other,111
1983.92471,Star,0
1983.92197,Other,111
1983.92197,Star,0
1983.91923,Other,111
1983.91923,Star,0
1983.9165,Other,112
