date,category,value
2012.96783,Star,0
2012.96509,Other,177.89999999999998
2012.96509,Star,0
2012.96235,Other,177
2012.96235,Star,0
2012.95962,Other,177
2012.95962,Star,0
2012.95688,Other,177
2012.95688,Star,0
2012.95414,Other,176.9
2012.95414,Star,0
2012.9514,Other,176.9
2012.9514,Star,0
2012.94867,Other,177.10000000000002
2012.94867,Star,0
2012.94593,Other,176.10000000000002
2012.94593,Star,0
2012.94319,Other,175.10000000000002
2012.94319,Star,0
2012.94045,Other,175
2012.94045,Star,0
2012.93771,Other,175
2012.93771,Star,0
2012.93498,Other,175.1
2012.93498,Star,0
2012.93224,Other,175.1
2012.93224,Star,0
2012.9295,Other,175
2012.9295,Star,0
2012.92676,Other,175
2012.92676,Star,0
2012.92402,Other,175
2012.92402,Star,0
2012.92129,Other,175
2012.92129,Star,0
2012.91855,Other,176.1
2012.91855,Star,0
2012.91581,Other,176
2012.91581,Star,0
2012.91307,Other,176
2012.91307,Star,0
2012.91034,Other,176
2012.91034,Star,0
2012.9076,Other,176
2012.9076,Star,0
2012.90486,Other,176
2012.90486,Star,0
2012.90212,Other,176
2012.90212,Star,0
2012.89938,Other,176
2012.89938,Star,0
2012.89665,Other,176
2012.89665,Star,0
2012.89391,Other,176
2012.89391,Star,0
2012.89117,Other,176
2012.89117,Star,0
2012.88843,Other,176
2012.88843,Star,0
2012.88569,Other,176
2012.88569,Star,0
2012.88296,Other,177
2012.88296,Star,0
2012.88022,Other,173
2012.88022,Star,0
2012.87748,Other,173
2012.87748,Star,0
2012.87474,Other,173
2012.87474,Star,0
2012.87201,Other,172.9
2012.87201,Star,0
2012.86927,Other,173
2012.86927,Star,0
2012.86653,Other,173
2012.86653,Star,0
2012.86379,Other,172.9
2012.86379,Star,0
2012.86105,Other,172.9
2012.86105,Star,0
2012.85832,Other,173
2012.85832,Star,0
2012.85558,Other,173
2012.85558,Star,0
2012.85284,Other,172.89999999999998
2012.85284,Star,0
2012.8501,Other,173.1
2012.8501,Star,0
2012.84736,Other,173.1
2012.84736,Star,0
2012.84463,Other,174
2012.84463,Star,0
2012.84189,Other,174
2012.84189,Star,0
2012.83915,Other,174.10000000000002
2012.83915,Star,0
2012.83641,Other,175
2012.83641,Star,0
2012.83368,Other,175
2012.83368,Star,0
2012.83094,Other,173
2012.83094,Star,0
2012.8282,Other,173.1
2012.8282,Star,0
2012.82546,Other,173
2012.82546,Star,0
2012.82272,Other,174
2012.82272,Star,0
2012.81999,Other,174
2012.81999,Star,0
2012.81725,Other,174
2012.81725,Star,0
2012.81451,Other,175
2012.81451,Star,0
2012.81177,Other,175
2012.81177,Star,0
2012.80903,Other,173
2012.80903,Star,0
2012.8063,Other,173
2012.8063,Star,0
2012.80356,Other,173
2012.80356,Star,0
2012.80082,Other,173
2012.80082,Star,0
2012.79808,Other,173
2012.79808,Star,0
2012.79535,Other,173
2012.79535,Star,0
2012.79261,Other,173
2012.79261,Star,0
2012.78987,Other,173
2012.78987,Star,0
2012.78713,Other,173
2012.78713,Star,0
2012.78439,Other,171
2012.78439,Star,0
2012.78166,Other,171
2012.78166,Star,0
2012.77892,Other,171
2012.77892,Star,0
2012.77618,Other,172
2012.77618,Star,0
2012.77344,Other,174
2012.77344,Star,0
2012.7707,Other,175
2012.7707,Star,0
2012.76797,Other,170
2012.76797,Star,0
2012.76523,Other,169.9
2012.76523,Star,0
2012.76249,Other,169.9
2012.76249,Star,0
2012.75975,Other,170
2012.75975,Star,0
2012.75702,Other,170
2012.75702,Star,0
2012.75428,Other,171
2012.75428,Star,0
2012.75154,Other,170.9
2012.75154,Star,0
2012.7488,Other,171
2012.7488,Star,0
2012.74606,Other,171.1
2012.74606,Star,0
2012.74333,Other,171.1
2012.74333,Star,0
2012.74059,Other,171
2012.74059,Star,0
2012.73785,Other,171
2012.73785,Star,0
2012.73511,Other,171
2012.73511,Star,0
2012.73238,Other,171.1
2012.73238,Star,0
2012.72964,Other,172.1
2012.72964,Star,0
2012.7269,Other,172
2012.7269,Star,0
2012.72416,Other,172
2012.72416,Star,0
2012.72142,Other,172
2012.72142,Star,0
2012.71869,Other,172.1
2012.71869,Star,0
2012.71595,Other,172
2012.71595,Star,0
2012.71321,Other,172
2012.71321,Star,0
2012.71047,Other,173
2012.71047,Star,0
2012.70773,Other,173.10000000000002
2012.70773,Star,0
2012.705,Other,173
2012.705,Star,0
2012.70226,Other,174.1
2012.70226,Star,0
2012.69952,Other,174
2012.69952,Star,0
2012.69678,Other,174
2012.69678,Star,0
2012.69405,Other,174
2012.69405,Star,0
2012.69131,Other,174
2012.69131,Star,0
2012.68857,Other,174
2012.68857,Star,0
2012.68583,Other,174
2012.68583,Star,0
2012.68309,Other,174
2012.68309,Star,0
2012.68036,Other,174
2012.68036,Star,0
2012.67762,Other,174
2012.67762,Star,0
2012.67488,Other,174
2012.67488,Star,0
2012.67214,Other,174
2012.67214,Star,0
2012.6694,Other,174
2012.6694,Star,0
2012.66667,Other,174
2012.66667,Star,0
2012.66393,Other,174
2012.66393,Star,0
2012.66119,Other,174
2012.66119,Star,0
2012.65845,Other,174
2012.65845,Star,0
2012.65572,Other,174
2012.65572,Star,0
2012.65298,Other,174
2012.65298,Star,0
2012.65024,Other,173.9
2012.65024,Star,0
2012.6475,Other,174.1
2012.6475,Star,0
2012.64476,Other,174
2012.64476,Star,0
2012.64203,Other,174.1
2012.64203,Star,0
2012.63929,Other,174
2012.63929,Star,0
2012.63655,Other,174
2012.63655,Star,0
2012.63381,Other,175
2012.63381,Star,0
2012.63107,Other,175
2012.63107,Star,0
2012.62834,Other,175.10000000000002
2012.62834,Star,0
2012.6256,Other,175
2012.6256,Star,0
2012.62286,Other,175.1
2012.62286,Star,0
2012.62012,Other,175
2012.62012,Star,0
2012.61739,Other,175
2012.61739,Star,0
2012.61465,Other,175
2012.61465,Star,0
2012.61191,Other,175
2012.61191,Star,0
2012.60917,Other,175
2012.60917,Star,0
2012.60643,Other,175
2012.60643,Star,0
2012.6037,Other,175
2012.6037,Star,0
2012.60096,Other,175
2012.60096,Star,0
2012.59822,Other,175
2012.59822,Star,0
2012.59548,Other,175
2012.59548,Star,0
2012.59274,Other,175
2012.59274,Star,0
2012.59001,Other,176
2012.59001,Star,0
2012.58727,Other,176
2012.58727,Star,0
2012.58453,Other,175.89999999999998
2012.58453,Star,0
2012.58179,Other,174
2012.58179,Star,0
2012.57906,Other,173.9
2012.57906,Star,0
2012.57632,Other,174
2012.57632,Star,0
2012.57358,Other,173.9
2012.57358,Star,0
2012.57084,Other,174
2012.57084,Star,0
2012.5681,Other,173.9
2012.5681,Star,0
2012.56537,Other,175
2012.56537,Star,0
2012.56263,Other,175
2012.56263,Star,0
2012.55989,Other,175.89999999999998
2012.55989,Star,0
2012.55715,Other,176
2012.55715,Star,0
2012.55441,Other,172
2012.55441,Star,0
2012.55168,Other,170.9
2012.55168,Star,0
2012.54894,Other,171.1
2012.54894,Star,0
2012.5462,Other,171.1
2012.5462,Star,0
2012.54346,Other,171
2012.54346,Star,0
2012.54073,Other,172.1
2012.54073,Star,0
2012.53799,Other,172.1
2012.53799,Star,0
2012.53525,Other,170
2012.53525,Star,0
2012.53251,Other,170
2012.53251,Star,0
2012.52977,Other,170
2012.52977,Star,0
2012.52704,Other,170.1
2012.52704,Star,0
2012.5243,Other,170
2012.5243,Star,0
2012.52156,Other,170
2012.52156,Star,0
2012.51882,Other,170
2012.51882,Star,0
2012.51608,Other,170.1
2012.51608,Star,0
2012.51335,Other,170
2012.51335,Star,0
2012.51061,Other,170
2012.51061,Star,0
2012.50787,Other,170
2012.50787,Star,0
2012.50513,Other,170
2012.50513,Star,0
2012.5024,Other,170
2012.5024,Star,0
2012.49966,Other,170
2012.49966,Star,0
2012.49692,Other,171
2012.49692,Star,0
2012.49418,Other,171
2012.49418,Star,0
2012.49144,Other,171
2012.49144,Star,0
2012.48871,Other,172
2012.48871,Star,0
2012.48597,Other,173
2012.48597,Star,0
2012.48323,Other,173
2012.48323,Star,0
2012.48049,Other,173
2012.48049,Star,0
2012.47775,Other,172.9
2012.47775,Star,0
2012.47502,Other,173
2012.47502,Star,0
2012.47228,Other,173
2012.47228,Star,0
2012.46954,Other,173
2012.46954,Star,0
2012.4668,Other,173
2012.4668,Star,0
2012.46407,Other,173
2012.46407,Star,0
2012.46133,Other,172.9
2012.46133,Star,0
2012.45859,Other,173
2012.45859,Star,0
2012.45585,Other,171.9
2012.45585,Star,0
2012.45311,Other,171.9
2012.45311,Star,0
2012.45038,Other,172
2012.45038,Star,0
2012.44764,Other,172
2012.44764,Star,0
2012.4449,Other,172.1
2012.4449,Star,0
2012.44216,Other,172
2012.44216,Star,0
2012.43943,Other,172
2012.43943,Star,0
2012.43669,Other,173.10000000000002
2012.43669,Star,0
2012.43395,Other,173
2012.43395,Star,0
2012.43121,Other,174.10000000000002
2012.43121,Star,0
2012.42847,Other,174
2012.42847,Star,0
2012.42574,Other,174
2012.42574,Star,0
2012.423,Other,174.1
2012.423,Star,0
2012.42026,Other,175
2012.42026,Star,0
2012.41752,Other,175.1
2012.41752,Star,0
2012.41478,Other,175
2012.41478,Star,0
2012.41205,Other,176
2012.41205,Star,0
2012.40931,Other,176
2012.40931,Star,0
2012.40657,Other,176
2012.40657,Star,0
2012.40383,Other,176
2012.40383,Star,0
2012.4011,Other,176
2012.4011,Star,0
2012.39836,Other,176
2012.39836,Star,0
2012.39562,Other,176
2012.39562,Star,0
2012.39288,Other,176
2012.39288,Star,0
2012.39014,Other,176
2012.39014,Star,0
2012.38741,Other,172
2012.38741,Star,0
2012.38467,Other,172
2012.38467,Star,0
2012.38193,Other,174
2012.38193,Star,0
2012.37919,Other,174
2012.37919,Star,0
2012.37645,Other,173.89999999999998
2012.37645,Star,0
2012.37372,Other,173
2012.37372,Star,0
2012.37098,Other,173
2012.37098,Star,0
2012.36824,Other,170.9
2012.36824,Star,0
2012.3655,Other,171
2012.3655,Star,0
2012.36277,Other,171
2012.36277,Star,0
2012.36003,Other,170.9
2012.36003,Star,0
2012.35729,Other,171
2012.35729,Star,0
2012.35455,Other,169
2012.35455,Star,0
2012.35181,Other,168.9
2012.35181,Star,0
2012.34908,Other,169.1
2012.34908,Star,0
2012.34634,Other,169.1
2012.34634,Star,0
2012.3436,Other,168
2012.3436,Star,0
2012.34086,Other,168
2012.34086,Star,0
2012.33812,Other,168.1
2012.33812,Star,0
2012.33539,Other,168
2012.33539,Star,0
2012.33265,Other,168
2012.33265,Star,0
2012.32991,Other,168.1
2012.32991,Star,0
2012.32717,Other,169
2012.32717,Star,0
2012.32444,Other,169
2012.32444,Star,0
2012.3217,Other,170
2012.3217,Star,0
2012.31896,Other,171
2012.31896,Star,0
2012.31622,Other,169
2012.31622,Star,0
2012.31348,Other,169
2012.31348,Star,0
2012.31075,Other,169
2012.31075,Star,0
2012.30801,Other,169
2012.30801,Star,0
2012.30527,Other,170
2012.30527,Star,0
2012.30253,Other,170
2012.30253,Star,0
2012.29979,Other,168
2012.29979,Star,0
2012.29706,Other,168
2012.29706,Star,0
2012.29432,Other,168
2012.29432,Star,0
2012.29158,Other,168
2012.29158,Star,0
2012.28884,Other,168
2012.28884,Star,0
2012.28611,Other,168
2012.28611,Star,0
2012.28337,Other,168
2012.28337,Star,0
2012.28063,Other,167.9
2012.28063,Star,0
2012.27789,Other,168
2012.27789,Star,0
2012.27515,Other,168
2012.27515,Star,0
2012.27242,Other,168
2012.27242,Star,0
2012.26968,Other,168
2012.26968,Star,0
2012.26694,Other,167.9
2012.26694,Star,0
2012.2642,Other,168
2012.2642,Star,0
2012.26146,Other,168
2012.26146,Star,0
2012.25873,Other,167.9
2012.25873,Star,0
2012.25599,Other,168
2012.25599,Star,0
2012.25325,Other,167.9
2012.25325,Star,0
2012.25051,Other,169
2012.25051,Star,0
2012.24778,Other,170
2012.24778,Star,0
2012.24504,Other,170
2012.24504,Star,0
2012.2423,Other,169.1
2012.2423,Star,0
2012.23956,Other,169
2012.23956,Star,0
2012.23682,Other,169
2012.23682,Star,0
2012.23409,Other,169.1
2012.23409,Star,0
2012.23135,Other,169.1
2012.23135,Star,0
2012.22861,Other,169
2012.22861,Star,0
2012.22587,Other,169
2012.22587,Star,0
2012.22313,Other,168
2012.22313,Star,0
2012.2204,Other,168
2012.2204,Star,0
2012.21766,Other,168
2012.21766,Star,0
2012.21492,Other,168
2012.21492,Star,0
2012.21218,Other,169
2012.21218,Star,0
2012.20945,Other,169
2012.20945,Star,0
2012.20671,Other,169
2012.20671,Star,0
2012.20397,Other,169
2012.20397,Star,0
2012.20123,Other,169
2012.20123,Star,0
2012.19849,Other,169
2012.19849,Star,0
2012.19576,Other,169
2012.19576,Star,0
2012.19302,Other,169
2012.19302,Star,0
2012.19028,Other,169
2012.19028,Star,0
2012.18754,Other,169
2012.18754,Star,0
2012.1848,Other,169
2012.1848,Star,0
2012.18207,Other,169
2012.18207,Star,0
2012.17933,Other,170
2012.17933,Star,0
2012.17659,Other,169.9
2012.17659,Star,0
2012.17385,Other,170
2012.17385,Star,0
2012.17112,Other,170
2012.17112,Star,0
2012.16838,Other,170
2012.16838,Star,0
2012.16564,Other,169.9
2012.16564,Star,0
2012.1629,Other,170
2012.1629,Star,0
2012.16016,Other,170
2012.16016,Star,0
2012.15743,Other,169.9
2012.15743,Star,0
2012.15469,Other,169.9
2012.15469,Star,0
2012.15195,Other,170
2012.15195,Star,0
2012.14921,Other,170
2012.14921,Star,0
2012.14648,Other,170
2012.14648,Star,0
2012.14374,Other,170
2012.14374,Star,0
2012.141,Other,170.1
2012.141,Star,0
2012.13826,Other,170.1
2012.13826,Star,0
2012.13552,Other,170
2012.13552,Star,0
2012.13279,Other,170
2012.13279,Star,0
2012.13005,Other,170
2012.13005,Star,0
2012.12731,Other,170.1
2012.12731,Star,0
2012.12457,Other,171
2012.12457,Star,0
2012.12183,Other,171
2012.12183,Star,0
2012.1191,Other,171
2012.1191,Star,0
2012.11636,Other,171.1
2012.11636,Star,0
2012.11362,Other,171
2012.11362,Star,0
2012.11088,Other,171
2012.11088,Star,0
2012.10815,Other,171
2012.10815,Star,0
2012.10541,Other,171.1
2012.10541,Star,0
2012.10267,Other,171
2012.10267,Star,0
2012.09993,Other,171
2012.09993,Star,0
2012.09719,Other,171
2012.09719,Star,0
2012.09446,Other,170.9
2012.09446,Star,0
2012.09172,Other,171
2012.09172,Star,0
2012.08898,Other,170
2012.08898,Star,0
2012.08624,Other,170
2012.08624,Star,0
2012.0835,Other,169.9
2012.0835,Star,0
2012.08077,Other,171
2012.08077,Star,0
2012.07803,Other,171
2012.07803,Star,0
2012.07529,Other,171
2012.07529,Star,0
2012.07255,Other,171.9
2012.07255,Star,0
2012.06982,Other,171.9
2012.06982,Star,0
2012.06708,Other,172
2012.06708,Star,0
2012.06434,Other,171
2012.06434,Star,0
2012.0616,Other,170.9
2012.0616,Star,0
2012.05886,Other,170.9
2012.05886,Star,0
2012.05613,Other,171
2012.05613,Star,0
2012.05339,Other,171
2012.05339,Star,0
2012.05065,Other,170.9
2012.05065,Star,0
2012.04791,Other,171
2012.04791,Star,0
2012.04517,Other,171.1
2012.04517,Star,0
2012.04244,Other,171.1
2012.04244,Star,0
2012.0397,Other,171
2012.0397,Star,0
2012.03696,Other,172
2012.03696,Star,0
2012.03422,Other,172.1
2012.03422,Star,0
2012.03149,Other,172
2012.03149,Star,0
2012.02875,Other,172
2012.02875,Star,0
2012.02601,Other,172
2012.02601,Star,0
2012.02327,Other,172.1
2012.02327,Star,0
2012.02053,Other,170
2012.02053,Star,0
2012.0178,Other,170
2012.0178,Star,0
2012.01506,Other,170
2012.01506,Star,0
2012.01232,Other,170.1
2012.01232,Star,0
2012.00958,Other,170
2012.00958,Star,0
2012.00684,Other,170
2012.00684,Star,0
2012.00411,Other,170
2012.00411,Star,0
2012.00137,Other,170.1
2012.00137,Star,0
2011.99863,Other,170
2011.99863,Star,0
2011.99589,Other,170
2011.99589,Star,0
2011.99316,Other,170
2011.99316,Star,0
2011.99042,Other,169.9
2011.99042,Star,0
2011.98768,Other,170
2011.98768,Star,0
2011.98494,Other,170
2011.98494,Star,0
2011.9822,Other,170
2011.9822,Star,0
2011.97947,Other,169.9
2011.97947,Star,0
2011.97673,Other,171
2011.97673,Star,0
2011.97399,Other,171
2011.97399,Star,0
2011.97125,Other,171
2011.97125,Star,0
2011.96851,Other,168.9
2011.96851,Star,0
2011.96578,Other,169
2011.96578,Star,0
2011.96304,Other,169
2011.96304,Star,0
2011.9603,Other,170
2011.9603,Star,0
2011.95756,Other,169.9
2011.95756,Star,0
2011.95483,Other,169.9
2011.95483,Star,0
2011.95209,Other,169.9
2011.95209,Star,0
2011.94935,Other,170
2011.94935,Star,0
2011.94661,Other,170.1
2011.94661,Star,0
2011.94387,Other,168
2011.94387,Star,0
2011.94114,Other,168
2011.94114,Star,0
2011.9384,Other,168
2011.9384,Star,0
2011.93566,Other,168.1
2011.93566,Star,0
2011.93292,Other,168.1
2011.93292,Star,0
2011.93018,Other,168
2011.93018,Star,0
2011.92745,Other,169
2011.92745,Star,0
2011.92471,Other,169
2011.92471,Star,0
2011.92197,Other,169.1
2011.92197,Star,0
2011.91923,Other,169
2011.91923,Star,0
2011.9165,Other,169
2011.9165,Star,0
2011.91376,Other,169
2011.91376,Star,0
2011.91102,Other,169
2011.91102,Star,0
2011.90828,Other,168.1
2011.90828,Star,0
2011.90554,Other,168
2011.90554,Star,0
2011.90281,Other,168
2011.90281,Star,0
2011.90007,Other,168
2011.90007,Star,0
2011.89733,Other,168
2011.89733,Star,0
2011.89459,Other,167.9
2011.89459,Star,0
2011.89185,Other,168
2011.89185,Star,0
2011.88912,Other,170
2011.88912,Star,0
2011.88638,Other,170
2011.88638,Star,0
2011.88364,Other,169.9
2011.88364,Star,0
2011.8809,Other,170
2011.8809,Star,0
2011.87817,Other,170
2011.87817,Star,0
2011.87543,Other,170.9
2011.87543,Star,0
2011.87269,Other,172
2011.87269,Star,0
2011.86995,Other,172
2011.86995,Star,0
2011.86721,Other,170
2011.86721,Star,0
2011.86448,Other,170
2011.86448,Star,0
2011.86174,Other,169.9
2011.86174,Star,0
2011.859,Other,169.9
2011.859,Star,0
2011.85626,Other,170
2011.85626,Star,0
2011.85352,Other,168
2011.85352,Star,0
2011.85079,Other,166.9
2011.85079,Star,0
2011.84805,Other,167
2011.84805,Star,0
2011.84531,Other,167
2011.84531,Star,0
2011.84257,Other,167.1
2011.84257,Star,0
2011.83984,Other,167.1
2011.83984,Star,0
2011.8371,Other,167
2011.8371,Star,0
2011.83436,Other,167
2011.83436,Star,0
2011.83162,Other,168
2011.83162,Star,0
2011.82888,Other,165
2011.82888,Star,0
2011.82615,Other,163
2011.82615,Star,0
2011.82341,Other,164.1
2011.82341,Star,0
2011.82067,Other,164.1
2011.82067,Star,0
2011.81793,Other,164
2011.81793,Star,0
2011.8152,Other,164
2011.8152,Star,0
2011.81246,Other,164
2011.81246,Star,0
2011.80972,Other,165
2011.80972,Star,0
2011.80698,Other,166
2011.80698,Star,0
2011.80424,Other,166
2011.80424,Star,0
2011.80151,Other,166
2011.80151,Star,0
2011.79877,Other,166
2011.79877,Star,0
2011.79603,Other,166
2011.79603,Star,0
2011.79329,Other,166
2011.79329,Star,0
2011.79055,Other,166
2011.79055,Star,0
2011.78782,Other,166
2011.78782,Star,0
2011.78508,Other,166
2011.78508,Star,0
2011.78234,Other,165.89999999999998
2011.78234,Star,0
2011.7796,Other,166
2011.7796,Star,0
2011.77687,Other,166
2011.77687,Star,0
2011.77413,Other,166
2011.77413,Star,0
2011.77139,Other,167
2011.77139,Star,0
2011.76865,Other,167
2011.76865,Star,0
2011.76591,Other,166.9
2011.76591,Star,0
2011.76318,Other,166.9
2011.76318,Star,0
2011.76044,Other,166.9
2011.76044,Star,0
2011.7577,Other,167
2011.7577,Star,0
2011.75496,Other,167
2011.75496,Star,0
2011.75222,Other,167
2011.75222,Star,0
2011.74949,Other,167
2011.74949,Star,0
2011.74675,Other,167
2011.74675,Star,0
2011.74401,Other,167
2011.74401,Star,0
2011.74127,Other,165
2011.74127,Star,0
2011.73854,Other,165
2011.73854,Star,0
2011.7358,Other,165.1
2011.7358,Star,0
2011.73306,Other,165.1
2011.73306,Star,0
2011.73032,Other,165
2011.73032,Star,0
2011.72758,Other,166
2011.72758,Star,0
2011.72485,Other,164
2011.72485,Star,0
2011.72211,Other,164
2011.72211,Star,0
2011.71937,Other,164
2011.71937,Star,0
2011.71663,Other,165
2011.71663,Star,0
2011.71389,Other,165.1
2011.71389,Star,0
2011.71116,Other,165
2011.71116,Star,0
2011.70842,Other,165
2011.70842,Star,0
2011.70568,Other,166
2011.70568,Star,0
2011.70294,Other,166
2011.70294,Star,0
2011.70021,Other,166
2011.70021,Star,0
2011.69747,Other,166
2011.69747,Star,0
2011.69473,Other,166
2011.69473,Star,0
2011.69199,Other,166
2011.69199,Star,0
2011.68925,Other,166
2011.68925,Star,0
2011.68652,Other,165.9
2011.68652,Star,0
2011.68378,Other,166
2011.68378,Star,0
2011.68104,Other,166
2011.68104,Star,0
2011.6783,Other,166
2011.6783,Star,0
2011.67556,Other,166
2011.67556,Star,0
2011.67283,Other,165.9
2011.67283,Star,0
2011.67009,Other,166
2011.67009,Star,0
2011.66735,Other,166
2011.66735,Star,0
2011.66461,Other,166.9
2011.66461,Star,0
2011.66188,Other,167
2011.66188,Star,0
2011.65914,Other,167
2011.65914,Star,0
2011.6564,Other,166.9
2011.6564,Star,0
2011.65366,Other,167
2011.65366,Star,0
2011.65092,Other,167
2011.65092,Star,0
2011.64819,Other,166.89999999999998
2011.64819,Star,0
2011.64545,Other,167.1
2011.64545,Star,0
2011.64271,Other,167.1
2011.64271,Star,0
2011.63997,Other,167
2011.63997,Star,0
2011.63723,Other,167
2011.63723,Star,0
2011.6345,Other,167.1
2011.6345,Star,0
2011.63176,Other,167
2011.63176,Star,0
2011.62902,Other,167
2011.62902,Star,0
2011.62628,Other,167
2011.62628,Star,0
2011.62355,Other,167
2011.62355,Star,0
2011.62081,Other,167
2011.62081,Star,0
2011.61807,Other,167
2011.61807,Star,0
2011.61533,Other,167
2011.61533,Star,0
2011.61259,Other,167
2011.61259,Star,0
2011.60986,Other,167
2011.60986,Star,0
2011.60712,Other,167
2011.60712,Star,0
2011.60438,Other,167
2011.60438,Star,0
2011.60164,Other,167
2011.60164,Star,0
2011.5989,Other,168
2011.5989,Star,0
2011.59617,Other,168
2011.59617,Star,0
2011.59343,Other,168
2011.59343,Star,0
2011.59069,Other,168
2011.59069,Star,0
2011.58795,Other,168
2011.58795,Star,0
2011.58522,Other,168
2011.58522,Star,0
2011.58248,Other,168
2011.58248,Star,0
2011.57974,Other,167.9
2011.57974,Star,0
2011.577,Other,168
2011.577,Star,0
2011.57426,Other,169
2011.57426,Star,0
2011.57153,Other,168.9
2011.57153,Star,0
2011.56879,Other,169
2011.56879,Star,0
2011.56605,Other,169
2011.56605,Star,0
2011.56331,Other,168.9
2011.56331,Star,0
2011.56057,Other,169
2011.56057,Star,0
2011.55784,Other,169
2011.55784,Star,0
2011.5551,Other,168.9
2011.5551,Star,0
2011.55236,Other,168.9
2011.55236,Star,0
2011.54962,Other,169.9
2011.54962,Star,0
2011.54689,Other,170.1
2011.54689,Star,0
2011.54415,Other,170.1
2011.54415,Star,0
2011.54141,Other,169.1
2011.54141,Star,0
2011.53867,Other,169.1
2011.53867,Star,0
2011.53593,Other,169
2011.53593,Star,0
2011.5332,Other,169
2011.5332,Star,0
2011.53046,Other,169
2011.53046,Star,0
2011.52772,Other,169
2011.52772,Star,0
2011.52498,Other,169
2011.52498,Star,0
2011.52225,Other,169
2011.52225,Star,0
2011.51951,Other,169.1
2011.51951,Star,0
2011.51677,Other,169
2011.51677,Star,0
2011.51403,Other,168
2011.51403,Star,0
2011.51129,Other,168.1
2011.51129,Star,0
2011.50856,Other,168
2011.50856,Star,0
2011.50582,Other,168
2011.50582,Star,0
2011.50308,Other,168
2011.50308,Star,0
2011.50034,Other,168
2011.50034,Star,0
2011.4976,Other,168
2011.4976,Star,0
2011.49487,Other,169.9
2011.49487,Star,0
2011.49213,Other,168
2011.49213,Star,0
2011.48939,Other,168
2011.48939,Star,0
2011.48665,Other,167.9
2011.48665,Star,0
2011.48392,Other,166
2011.48392,Star,0
2011.48118,Other,166
2011.48118,Star,0
2011.47844,Other,165.9
2011.47844,Star,0
2011.4757,Other,166
2011.4757,Star,0
2011.47296,Other,167
2011.47296,Star,0
2011.47023,Other,167.9
2011.47023,Star,0
2011.46749,Other,167
2011.46749,Star,0
2011.46475,Other,167
2011.46475,Star,0
2011.46201,Other,166.9
2011.46201,Star,0
2011.45927,Other,166.9
2011.45927,Star,0
2011.45654,Other,167
2011.45654,Star,0
2011.4538,Other,167
2011.4538,Star,0
2011.45106,Other,165.9
2011.45106,Star,0
2011.44832,Other,166
2011.44832,Star,0
2011.44559,Other,166.1
2011.44559,Star,0
2011.44285,Other,166
2011.44285,Star,0
2011.44011,Other,167
2011.44011,Star,0
2011.43737,Other,166.1
2011.43737,Star,0
2011.43463,Other,166
2011.43463,Star,0
2011.4319,Other,166
2011.4319,Star,0
2011.42916,Other,164
2011.42916,Star,0
2011.42642,Other,164.1
2011.42642,Star,0
2011.42368,Other,164.1
2011.42368,Star,0
2011.42094,Other,164
2011.42094,Star,0
2011.41821,Other,164
2011.41821,Star,0
2011.41547,Other,164
2011.41547,Star,0
2011.41273,Other,165
2011.41273,Star,0
2011.40999,Other,165
2011.40999,Star,0
2011.40726,Other,165.1
2011.40726,Star,0
2011.40452,Other,165
2011.40452,Star,0
2011.40178,Other,165
2011.40178,Star,0
2011.39904,Other,165
2011.39904,Star,0
2011.3963,Other,165
2011.3963,Star,0
2011.39357,Other,165
2011.39357,Star,0
2011.39083,Other,166
2011.39083,Star,0
2011.38809,Other,166
2011.38809,Star,0
2011.38535,Other,165.9
2011.38535,Star,0
2011.38261,Other,165.9
2011.38261,Star,0
2011.37988,Other,166
2011.37988,Star,0
2011.37714,Other,166
2011.37714,Star,0
2011.3744,Other,166
2011.3744,Star,0
2011.37166,Other,165.9
2011.37166,Star,0
2011.36893,Other,165
2011.36893,Star,0
2011.36619,Other,165
2011.36619,Star,0
2011.36345,Other,164.9
2011.36345,Star,0
2011.36071,Other,164.9
2011.36071,Star,0
2011.35797,Other,165
2011.35797,Star,0
2011.35524,Other,165
2011.35524,Star,0
2011.3525,Other,165.9
2011.3525,Star,0
2011.34976,Other,166
2011.34976,Star,0
2011.34702,Other,166.1
2011.34702,Star,0
2011.34428,Other,166
2011.34428,Star,0
2011.34155,Other,166
2011.34155,Star,0
2011.33881,Other,166.10000000000002
2011.33881,Star,0
2011.33607,Other,166
2011.33607,Star,0
2011.33333,Other,166
2011.33333,Star,0
2011.3306,Other,166
2011.3306,Star,0
2011.32786,Other,166.1
2011.32786,Star,0
2011.32512,Other,166
2011.32512,Star,0
2011.32238,Other,167
2011.32238,Star,0
2011.31964,Other,167.1
2011.31964,Star,0
2011.31691,Other,165
2011.31691,Star,0
2011.31417,Other,166
2011.31417,Star,0
2011.31143,Other,166.1
2011.31143,Star,0
2011.30869,Other,166
2011.30869,Star,0
2011.30595,Other,166
2011.30595,Star,0
2011.30322,Other,166.1
2011.30322,Star,0
2011.30048,Other,166
2011.30048,Star,0
2011.29774,Other,166
2011.29774,Star,0
2011.295,Other,166
2011.295,Star,0
2011.29227,Other,167
2011.29227,Star,0
2011.28953,Other,167
2011.28953,Star,0
2011.28679,Other,167
2011.28679,Star,0
2011.28405,Other,167
2011.28405,Star,0
2011.28131,Other,167
2011.28131,Star,0
2011.27858,Other,167
2011.27858,Star,0
2011.27584,Other,167
2011.27584,Star,0
2011.2731,Other,167
